    Time;     r;   tn;    t;   tx
19010101;   2.0;-10.0; -5.7; -0.6
19010102;   0.0;-12.0; -9.4; -8.0
19010103;   1.0;-12.0; -8.9; -7.0
19010104;   0.0;-13.0;-10.8; -9.0
19010105;   0.0;-14.0;-10.6; -9.0
19010106;   2.0;-12.0; -9.6; -9.0
19010107;   4.0;-12.0; -7.7; -5.0
19010108;   0.0;-10.0; -8.5; -6.0
19010109;   0.0;-14.2;-12.7; -9.6
19010110;   0.0;-16.0; -9.4; -8.0
19010111;   0.0;-12.0; -9.5; -8.9
19010112;   2.0;-10.0; -7.0; -5.0
19010113;   0.0; -7.0; -4.2; -3.0
19010114;   0.0; -6.0; -3.6; -1.0
19010115;   0.0; -8.0; -5.1; -1.0
19010116;   0.0;-13.0; -6.0; -3.0
19010117;   0.0;-11.0; -5.0;  0.0
19010118;   0.0; -6.0; -2.7;  0.0
19010119;   0.0;-10.0; -6.9;  0.0
19010120;   0.0;-11.0; -7.3; -3.0
19010121;   1.3; -8.0;  0.0;  3.0
19010122;   0.0;  0.0;  2.8;  4.0
19010123;   0.0;  0.0;  4.5;  9.0
19010124;   0.0; -2.0;  1.5;  7.0
19010125;   0.0; -1.0;  0.9;  2.0
19010126;   8.0;  0.0;  2.0;  4.0
19010127;   0.0; -2.0;  2.4;  6.0
19010128;   1.8;  1.0;  4.3;  8.0
19010129;   0.0; -1.0;  1.4;  5.0
19010130;   9.5; -1.0;  0.1;  1.2
19010131;   8.0; -3.2; -2.0;  1.0
19010201;   0.0; -7.0; -3.5; -1.4
19010202;   3.0; -5.0;  1.0;  3.0
19010203;   1.0;  0.0;  1.7;  3.0
19010204;   0.0; -3.0;  1.8;  4.0
19010205;   2.3;  0.0;  3.4;  6.0
19010206;   0.0;  0.0;  3.6;  7.0
19010207;   3.0;  0.0;  3.3;  6.0
19010208;   4.0;  0.0;  2.0;  4.0
19010209;   0.7;  0.0;  1.2;  3.0
19010210;   0.0; -2.0;  2.1;  4.4
19010211;   0.0; -1.0; -0.1;  2.8
19010212;   0.0; -6.0; -3.8; -0.2
19010213;   0.0; -8.0; -4.3; -1.0
19010214;   0.0; -9.0; -5.9; -3.0
19010215;   0.0;-11.0; -7.9; -4.0
19010216;   0.0;-13.0; -7.9; -5.0
19010217;   0.0;-12.0; -6.3; -3.0
19010218;   0.0;-10.0; -5.2; -3.0
19010219;   1.0; -9.0; -6.3; -4.0
19010220;   0.2; -9.0; -5.3; -3.0
19010221;   0.0; -8.0; -5.9; -2.0
19010222;   0.0; -9.0; -4.9; -1.0
19010223;   0.0;-10.0; -4.7;  0.0
19010224;   0.0; -8.0; -1.2;  3.0
19010225;   0.1; -5.0; -0.2;  4.0
19010226;   0.0; -4.0;  0.0;  3.0
19010227;   0.0; -6.0; -0.2;  3.0
19010228;   0.0; -5.0; -0.7;  2.0
19010301;   0.0; -0.4;  5.0; 11.0
19010302;  10.0;  3.0;  6.4; 11.0
19010303;  10.0;  1.0;  5.8; 10.0
19010304;  18.0;  3.0;  4.8;  7.0
19010305;   0.0;  2.0;  5.3;  8.0
19010306;   0.0;  2.0;  4.9; 11.0
19010307;   7.0;  2.0;  3.6;  6.0
19010308;  10.0;  1.0;  5.8; 10.0
19010309;   3.5;  0.0;  4.3;  6.0
19010310;   0.0;  1.0;  4.8;  7.0
19010311;   6.7;  4.0;  7.4; 10.0
19010312;   0.0;  3.0;  8.1; 12.0
19010313;   8.0;  4.0;  8.9; 10.0
19010314;   0.0;  4.0;  9.2; 14.0
19010315;   0.0;  4.0;  9.8; 15.0
19010316;   0.4;  6.0;  9.1; 14.0
19010317;   0.0;  5.0; 10.9; 15.0
19010318;   0.0;  5.0; 11.2; 15.0
19010319;   0.0;  6.0; 11.4; 14.0
19010320;   0.5;  7.0; 13.3; 15.0
19010321;   3.5;  6.0;  9.8; 16.0
19010322;   0.0;  1.0;  2.1;  7.4
19010323;   0.0; -1.0;  1.3;  3.0
19010324;   0.0; -2.0;  2.4;  6.0
19010325;   0.0;  0.0;  2.5;  4.0
19010326;   3.0;  1.0;  5.4;  8.0
19010327;   8.6; -1.0;  0.7;  6.2
19010328;   0.0; -1.0;  2.5;  6.0
19010329;   2.7; -2.0;  2.2;  5.0
19010330;   0.0; -2.0;  3.4;  7.0
19010331;   0.0;  1.0;  8.8; 14.0
19010401;   0.0;  5.0; 12.2; 18.0
19010402;   0.0;  6.0; 12.4; 18.0
19010403;   0.0;  6.0; 14.4; 18.0
19010404;   0.0;  9.0; 16.6; 23.0
19010405;   7.0;  8.0;  9.8; 16.4
19010406;   2.5;  7.0;  9.2; 13.0
19010407;   2.8;  4.0; 10.9; 15.0
19010408;   0.0;  6.0; 14.2; 19.0
19010409;   0.0;  9.0; 17.3; 24.0
19010410;   0.0; 11.0; 18.0; 24.0
19010411;  14.0;  6.0; 11.7; 17.4
19010412;   0.0;  9.0; 14.2; 19.0
19010413;   0.8;  6.8;  8.8; 14.0
19010414;   0.0;  5.0;  9.9; 13.0
19010415;   0.5;  6.0; 12.2; 17.0
19010416;   7.3;  7.6;  8.3; 12.2
19010417;   1.0;  5.0;  8.9; 13.0
19010418;   3.5;  2.0;  7.4; 10.0
19010419;   0.0;  2.0;  7.9; 10.0
19010420;   5.4;  2.0;  9.2; 13.0
19010421;   0.0;  6.0;  8.5; 13.0
19010422;   0.0;  1.0;  8.6; 12.0
19010423;   0.0;  4.0;  9.6; 14.0
19010424;   0.0;  6.0; 11.3; 14.0
19010425;   0.0;  7.0; 12.6; 16.0
19010426;   0.2;  3.0; 11.2; 14.0
19010427;   0.0;  8.0; 15.5; 19.0
19010428;   0.0;  8.0; 14.9; 21.0
19010429;   0.0; 13.0; 16.0; 20.0
19010430;   1.8;  6.0; 14.8; 20.0
19010501;   7.0;  9.0; 12.9; 15.0
19010502;  14.4;  9.0; 11.0; 15.0
19010503;   1.2;  9.0; 13.2; 17.0
19010504;   0.0;  8.0; 14.4; 18.0
19010505;   0.0;  9.0; 12.2; 16.0
19010506;   0.0;  7.0; 15.8; 21.0
19010507;   3.0;  9.0; 15.0; 20.0
19010508;   0.3; 10.0; 15.6; 20.0
19010509;   0.0; 10.0; 17.9; 23.0
19010510;   0.3; 13.0; 18.3; 22.0
19010511;   3.0; 10.0; 18.0; 23.0
19010512;   1.5; 14.0; 16.8; 21.0
19010513;   0.0; 12.0; 15.8; 20.0
19010514;   0.0;  7.0; 17.5; 21.0
19010515;   6.0;  9.0; 15.5; 21.0
19010516;   0.6;  9.0; 17.7; 22.0
19010517;   0.0; 10.0; 17.4; 22.0
19010518;   0.0; 10.0; 17.9; 22.0
19010519;   0.0; 12.0; 17.1; 22.0
19010520;   0.4; 13.0; 18.0; 22.0
19010521;   0.0; 10.0; 16.3; 22.0
19010522;   0.0; 10.0; 16.4; 21.0
19010523;   0.0; 13.0; 18.2; 21.0
19010524;   0.1; 14.0; 19.9; 23.0
19010525;   0.0; 14.0; 19.9; 25.0
19010526;   1.6; 16.0; 19.8; 25.0
19010527;  10.6; 16.0; 19.8; 23.0
19010528;   2.6; 15.0; 19.2; 25.0
19010529;   1.5; 16.0; 20.0; 24.0
19010530;   0.0; 18.0; 22.2; 25.0
19010531;   0.0; 18.0; 22.8; 27.0
19010601;   0.0; 21.0; 24.7; 29.0
19010602;   0.0; 22.8; 25.2; 28.0
19010603;   0.0; 19.0; 23.4; 28.0
19010604;   0.0; 20.0; 22.8; 28.0
19010605;   0.0; 16.0; 20.4; 24.0
19010606;   0.0; 19.0; 21.5; 26.0
19010607;   0.0; 18.0; 23.2; 27.0
19010608;   0.0; 17.0; 22.6; 26.0
19010609;   0.0; 16.0; 22.7; 27.0
19010610;  20.0; 19.0; 22.2; 28.0
19010611;   4.0; 16.0; 21.3; 25.0
19010612;   0.0; 16.0; 20.5; 24.0
19010613;   5.0; 13.0; 22.2; 27.0
19010614;   1.0; 10.0; 18.9; 21.4
19010615;   7.1; 15.0; 21.9; 29.0
19010616;  12.0; 14.2; 16.7; 23.0
19010617;   0.0; 11.0; 16.4; 20.0
19010618;   0.0; 11.0; 16.0; 21.0
19010619;   5.5; 11.0; 15.7; 21.0
19010620;   5.5; 11.0; 17.1; 22.0
19010621;  10.0; 10.0; 15.4; 18.0
19010622;   0.0; 11.0; 19.9; 23.0
19010623;   0.2; 16.0; 20.6; 24.0
19010624;   0.0; 17.0; 23.0; 27.0
19010625;   0.0; 18.0; 22.0; 26.0
19010626;   0.0; 12.0; 20.3; 24.0
19010627;   2.5; 12.0; 17.4; 20.0
19010628;   0.0; 12.0; 19.5; 25.0
19010629;   0.0; 14.0; 21.3; 26.0
19010630;   0.0; 15.0; 24.0; 28.0
19010701;   0.0; 16.0; 25.3; 30.0
19010702;   0.0; 17.0; 21.5; 25.0
19010703;   0.4; 17.0; 21.0; 28.0
19010704;   1.0; 14.0; 18.4; 22.0
19010705;   0.5; 13.0; 19.1; 25.0
19010706;   0.0; 13.0; 19.8; 24.0
19010707;   0.0; 15.0; 20.6; 27.0
19010708;   0.0; 14.0; 23.3; 28.0
19010709;   6.0; 18.4; 20.1; 24.0
19010710;   0.0; 18.0; 20.0; 26.0
19010711;   0.0; 12.0; 18.3; 22.0
19010712;   5.1; 13.0; 20.0; 25.0
19010713;   0.5; 15.0; 20.8; 26.0
19010714;   0.0; 15.0; 24.8; 30.0
19010715;   0.0; 17.0; 25.2; 30.0
19010716;   0.0; 18.0; 22.9; 26.0
19010717;   0.0; 17.0; 22.8; 27.0
19010718;   0.0; 19.0; 23.8; 27.0
19010719;   0.0; 19.0; 24.0; 28.0
19010720;   0.0; 17.0; 25.4; 30.0
19010721;   0.0; 19.0; 26.1; 30.0
19010722;   0.0; 21.0; 24.6; 29.0
19010723;   6.3; 19.0; 22.3; 26.0
19010724;   7.5; 18.0; 21.8; 27.0
19010725;   0.0; 17.0; 24.2; 28.0
19010726;   9.6; 19.0; 25.3; 31.0
19010727;   0.0; 19.0; 23.5; 27.0
19010728;   0.0; 19.0; 25.7; 30.0
19010729;   0.0; 19.0; 27.6; 32.0
19010730;   0.0; 23.0; 27.5; 32.0
19010731;   0.0; 24.0; 26.8; 31.0
19010801;   0.0; 23.0; 27.8; 34.0
19010802;  13.8; 20.0; 22.1; 25.4
19010803;   0.0; 20.0; 20.9; 26.0
19010804;   0.0; 15.0; 20.7; 23.0
19010805;   3.0; 14.0; 20.5; 25.0
19010806;   0.3; 18.0; 23.0; 27.0
19010807;   5.7; 14.0; 17.9; 22.4
19010808;   0.0; 15.0; 19.5; 23.0
19010809;   0.0; 17.0; 22.8; 26.0
19010810;   0.0; 17.0; 23.3; 27.0
19010811;   0.0; 18.0; 23.1; 27.0
19010812;   0.0; 18.0; 23.6; 29.0
19010813;   1.2; 19.0; 23.8; 29.0
19010814;   0.0; 17.0; 23.0; 28.0
19010815;   0.0; 18.0; 22.9; 29.0
19010816;   0.0; 18.0; 20.1; 22.0
19010817;   5.5; 18.0; 20.2; 23.0
19010818;   3.0; 17.0; 22.3; 26.0
19010819;   0.0; 17.0; 23.4; 27.0
19010820;   4.0; 17.0; 23.4; 30.0
19010821;   0.0; 17.0; 20.3; 23.0
19010822;   0.0; 17.0; 19.4; 24.0
19010823;   0.0; 15.0; 19.7; 24.0
19010824;   0.0; 15.0; 21.0; 27.0
19010825;   0.0; 17.0; 20.5; 24.0
19010826;   2.0; 16.0; 22.4; 29.0
19010827;  11.0; 13.0; 15.1; 21.2
19010828;   0.0; 12.0; 17.4; 21.0
19010829;   3.0; 10.0; 15.4; 20.0
19010830;   0.0; 10.0; 16.2; 20.0
19010831;   0.0; 11.0; 19.0; 24.0
19010901;   1.0; 14.0; 20.3; 26.0
19010902;  13.5; 13.0; 15.7; 19.8
19010903;   0.0; 11.0; 15.8; 19.0
19010904;  13.5; 11.0; 13.2; 16.0
19010905;   0.6; 10.0; 12.5; 15.0
19010906;   0.0;  9.0; 14.5; 17.0
19010907;   0.0; 11.0; 13.8; 15.0
19010908;   0.0; 11.0; 13.1; 14.0
19010909;   0.0; 11.0; 13.8; 17.0
19010910;   0.0; 11.0; 13.3; 17.0
19010911;   4.0; 11.0; 14.0; 16.0
19010912;   2.0; 11.0; 13.6; 16.0
19010913;   6.0; 11.0; 16.7; 19.0
19010914;   0.4; 13.0; 16.9; 20.0
19010915;   2.5; 10.0; 15.0; 17.0
19010916;  17.0; 11.0; 15.0; 17.0
19010917;   0.0;  9.0; 15.9; 20.0
19010918;   0.0; 11.0; 16.4; 21.0
19010919;   0.0; 12.0; 16.8; 21.0
19010920;   0.0; 12.0; 18.0; 23.0
19010921;   0.0; 13.0; 18.9; 24.0
19010922;   0.0; 14.0; 19.9; 24.0
19010923;   0.0; 15.0; 20.2; 24.0
19010924;   0.0; 16.0; 20.5; 24.0
19010925;   0.0; 15.0; 19.5; 23.0
19010926;   0.7; 14.0; 17.7; 21.0
19010927;   0.0; 14.0; 18.0; 22.0
19010928;   0.0; 13.0; 17.8; 22.0
19010929;   0.0; 12.0; 18.0; 23.0
19010930;   0.0; 11.0; 17.2; 22.0
19011001;   0.0; 12.0; 16.9; 22.0
19011002;   0.0; 12.0; 17.5; 22.0
19011003;   0.0; 12.0; 17.2; 22.0
19011004;   0.0; 11.0; 18.6; 24.0
19011005;   0.0; 12.0; 17.3; 22.0
19011006;   0.0; 12.0; 17.2; 22.0
19011007;   9.7;  8.8;  9.9; 16.8
19011008;   0.2;  6.0; 10.1; 15.0
19011009;   6.5;  5.0;  9.5; 12.0
19011010;   0.0;  6.0; 10.5; 14.0
19011011;   0.0;  9.0; 11.0; 14.0
19011012;   5.0;  8.0; 10.2; 14.0
19011013;   0.0;  7.0;  9.5; 13.0
19011014;   0.0;  7.0; 11.6; 14.0
19011015;   0.0;  7.0; 12.4; 16.0
19011016;   0.0;  8.0; 13.8; 17.0
19011017;   0.0; 10.0; 14.4; 16.3
19011018;   4.1;  9.0; 14.2; 16.0
19011019;   1.5; 11.0; 13.8; 15.0
19011020;   0.0; 11.0; 14.7; 17.0
19011021;   0.0; 11.0; 13.4; 17.0
19011022;   4.0;  9.0; 11.4; 13.0
19011023;   0.0;  9.0; 13.6; 18.0
19011024;   3.0;  8.0; 10.7; 16.0
19011025;   2.1;  9.0; 10.0; 15.0
19011026;   4.0;  7.0;  8.7; 12.0
19011027;   4.5;  7.0;  9.5; 11.0
19011028;   0.0;  8.0;  9.7; 12.2
19011029;   0.0;  6.0;  9.8; 11.0
19011030;   0.0;  7.0; 11.6; 12.2
19011031;   0.0;  6.2;  8.2; 12.0
19011101;   0.0;  1.0;  4.5;  9.0
19011102;   0.0;  0.0;  5.7;  9.0
19011103;   0.0;  3.0;  5.2;  8.0
19011104;   0.0; -2.0;  1.9;  6.0
19011105;   0.0;  0.0;  4.3;  6.0
19011106;   0.0;  2.0;  3.4;  7.0
19011107;   0.0; -3.0;  3.3;  8.0
19011108;   0.0; -2.0;  5.5; 11.0
19011109;   0.0; -1.0;  6.2; 10.0
19011110;   0.0;  0.0;  2.4;  8.0
19011111;   0.0; -1.0;  3.0;  7.0
19011112;   0.0; -2.0;  5.2; 10.0
19011113;   0.0;  2.0; 10.7; 15.0
19011114;   5.8;  6.0; 12.8; 16.0
19011115;  20.0;  6.0;  7.0; 12.4
19011116;  23.7;  5.0;  6.8;  8.0
19011117;  12.8;  3.0;  3.4;  6.8
19011118;   0.0; -1.0;  1.5;  5.0
19011119;   0.0; -2.0;  4.3;  8.0
19011120;   0.0;  0.0;  5.3;  8.0
19011121;   0.0;  3.0;  6.6;  9.0
19011122;   0.0;  1.0;  6.2; 12.0
19011123;   0.4;  2.0;  3.3;  8.0
19011124;   0.0; -1.0;  0.3;  2.0
19011125;   0.0; -3.0;  0.1;  2.0
19011126;   0.6; -2.0; -0.4;  1.0
19011127;   0.0; -3.0;  0.2;  1.0
19011128;   0.0; -4.0;  0.5;  3.0
19011129;   5.0; -5.0; -1.7;  2.0
19011130;   4.0; -6.0;  2.3;  5.0
19011201;   0.0; -3.0;  1.8;  5.0
19011202;   0.0;  0.0;  3.5;  7.0
19011203;   0.0;  0.0;  3.3;  6.0
19011204;   0.0;  0.0;  4.2;  7.0
19011205;   0.0; -2.0;  0.0;  4.2
19011206;   0.0; -5.0; -1.4;  2.0
19011207;   0.0; -5.0; -1.8;  1.0
19011208;   0.0; -5.0;  1.4;  4.0
19011209;   0.3; -2.0;  7.0;  9.0
19011210;   2.5;  2.2;  3.2;  7.6
19011211;   0.2; -2.0;  1.3;  3.0
19011212;   0.0; -3.0; -0.7;  3.0
19011213;   6.7; -4.0;  1.6;  5.0
19011214;   0.0; -2.0;  5.1;  7.0
19011215;   0.0;  0.0;  4.1;  9.0
19011216;   1.0; -1.0;  3.3;  4.6
19011217;   2.3;  0.0;  3.8;  5.0
19011218;   5.0;  1.0;  6.8; 11.0
19011219;   2.2;  4.0;  6.1;  8.0
19011220;   2.3;  5.0;  8.9; 12.0
19011221;   0.0;  4.0;  6.7;  9.0
19011222;   5.0;  1.0;  7.1;  9.0
19011223;   2.1;  3.0;  7.5; 10.0
19011224;   0.7;  4.0;  7.9; 12.0
19011225;   0.0;  3.0;  9.2; 12.0
19011226;  25.0;  4.0;  6.9; 10.2
19011227;   0.0;  3.0;  5.0;  8.0
19011228;   0.0;  1.0;  2.8;  4.2
19011229;   4.0; -2.0;  2.0;  4.0
19011230;   3.7;  2.0;  3.3;  6.0
19011231;   0.0; -1.0;  3.9;  6.0
19020101;   0.0;  0.0;  5.1;  8.0
19020102;   0.0;  0.0;  4.5;  6.0
19020103;   0.0;  0.0;  6.6;  8.0
19020104;   0.0;  3.0;  5.9;  9.0
19020105;   0.0;  1.0;  6.2;  9.0
19020106;   0.0;  2.0;  5.1;  8.0
19020107;   2.3;  3.0;  7.5; 10.0
19020108;   0.0;  4.0;  6.8; 10.0
19020109;   0.0;  0.0;  2.7;  6.0
19020110;   0.0; -3.0;  1.6;  5.4
19020111;   0.0; -2.0;  1.6;  5.0
19020112;   0.0;  0.0;  3.1;  6.0
19020113;   0.0; -2.0;  2.0;  6.0
19020114;   0.0;  0.0;  1.2;  5.0
19020115;   0.0; -3.0; -1.2;  2.0
19020116;   1.0; -5.0;  3.8;  8.0
19020117;   0.0;  2.0;  6.3;  8.0
19020118;   0.0;  2.0;  4.5;  9.0
19020119;   0.0;  1.6;  4.2;  8.4
19020120;   0.0; -3.0;  1.2;  4.0
19020121;   5.0; -2.0;  2.3;  4.0
19020122;   0.0;  0.0;  5.9;  9.0
19020123;   0.0;  3.0;  6.3;  9.0
19020124;   0.0;  2.0;  5.7;  9.0
19020125;   0.0;  3.0;  8.9; 12.0
19020126;   9.7;  1.0;  2.3;  9.0
19020127;   0.0; -3.0;  0.3;  3.0
19020128;   0.0; -1.0;  3.9;  6.0
19020129;   5.6;  0.0;  4.1;  6.0
19020130;   0.0;  1.0;  3.8;  6.0
19020131;   5.0;  0.0;  2.0;  3.4
19020201;  16.0; -5.0; -0.2;  2.0
19020202;   0.0; -4.0;  2.4;  4.0
19020203;   0.0;  0.0;  1.9;  3.0
19020204;   0.0;  0.0;  1.1;  3.0
19020205;   0.0; -4.0; -1.2;  2.0
19020206;   0.0; -6.0; -0.7;  2.0
19020207;   0.0;  0.0;  6.2; 10.0
19020208;   0.0;  3.0;  7.7; 12.0
19020209;   2.0;  3.0;  6.5;  9.0
19020210;  20.0;  3.2;  4.9;  8.0
19020211;   0.0;  1.0;  4.8;  7.0
19020212;   0.0;  1.0;  2.9;  5.6
19020213;   6.3;  1.0;  5.0;  7.0
19020214;   0.0;  1.0;  2.4;  5.4
19020215;  15.0; -2.0; -0.6;  2.0
19020216;   9.0; -6.0; -0.6;  2.0
19020217;   5.0;  1.6;  4.6;  5.0
19020218;   8.0;  2.0;  4.0;  5.0
19020219;  17.2;  0.0;  3.9;  5.0
19020220;   4.0;  2.0;  5.2;  7.0
19020221;   3.0; -2.0;  1.2;  5.2
19020222;   0.0; -5.0; -0.6;  2.0
19020223;   0.0; -6.0; -1.7;  0.0
19020224;   0.0; -4.0; -1.9;  1.0
19020225;   2.0; -2.0; -0.5;  2.0
19020226;   3.0; -2.0;  0.8;  2.0
19020227;   3.0; -1.0;  2.3;  3.0
19020228;   5.7;  2.0;  4.6;  6.0
19020301;   0.0;  0.0; 11.0; 16.0
19020302;   1.0;  8.0; 11.0; 16.0
19020303;   0.0;  1.0;  7.9; 11.0
19020304;   5.0;  2.4;  3.7;  8.2
19020305;   0.3;  0.0;  2.6;  5.0
19020306;   0.0; -3.0;  2.6;  5.0
19020307;   0.0; -1.0;  2.3; 10.0
19020308;   0.0; -1.0;  3.9;  9.0
19020309;   0.3;  0.0;  5.1;  8.0
19020310;   0.0;  0.4;  2.2;  6.2
19020311;   0.0; -3.0;  0.3;  3.0
19020312;   0.0; -2.0;  1.6;  5.0
19020313;   0.0; -4.6; -2.2;  1.0
19020314;   0.0; -8.0; -1.9;  1.0
19020315;   0.0; -5.0;  3.7;  7.0
19020316;   7.5;  2.0;  3.6;  7.0
19020317;   0.0;  0.0;  3.9;  8.0
19020318;   0.0;  0.0;  7.5; 11.0
19020319;   0.0;  6.0; 10.1; 13.0
19020320;   0.0;  4.0; 10.2; 16.0
19020321;   0.0;  5.0; 11.5; 18.0
19020322;   0.0;  6.0; 12.8; 19.0
19020323;   2.7;  7.0; 11.7; 18.0
19020324;   9.3;  5.0;  7.1; 10.2
19020325;   0.0;  4.0;  9.1; 12.0
19020326;   3.3;  4.0;  7.2; 13.4
19020327;   0.0;  3.0;  6.8;  9.0
19020328;   3.3;  3.0;  7.8; 12.0
19020329;   1.0;  4.0;  6.3;  9.0
19020330;   1.0;  3.0;  6.6; 11.0
19020331;   1.0;  1.0;  5.5;  8.0
19020401;   0.0;  1.0;  7.9; 11.0
19020402;   0.0;  2.0; 12.7; 20.0
19020403;   0.0;  6.0; 13.1; 17.0
19020404;   5.0;  7.0; 12.2; 20.0
19020405;   3.0;  7.0;  9.7; 11.0
19020406;   1.0;  7.0; 11.1; 14.0
19020407;  10.0;  3.0;  7.5; 11.1
19020408;   0.0;  2.0;  6.8; 11.0
19020409;   0.0;  1.0;  8.9; 12.0
19020410;   0.0;  3.0; 11.7; 15.0
19020411;   0.0;  6.0; 11.1; 14.0
19020412;   0.0;  7.0; 14.8; 19.0
19020413;   0.0;  9.0; 12.1; 19.0
19020414;   0.0;  9.0; 16.6; 20.0
19020415;   0.0; 10.0; 13.1; 16.0
19020416;   7.2;  4.0;  8.7; 12.2
19020417;   2.2;  6.0; 11.4; 14.0
19020418;   0.0;  6.0; 11.8; 15.0
19020419;   0.0;  6.0; 13.1; 16.0
19020420;   0.0;  9.0; 14.4; 18.0
19020421;   0.6;  9.0; 15.4; 21.0
19020422;   1.0; 11.0; 12.7; 15.0
19020423;   0.0;  6.0; 11.6; 16.0
19020424;   0.0;  5.0; 11.4; 15.0
19020425;   0.0;  6.0; 13.4; 17.0
19020426;   7.5;  6.0; 12.8; 15.0
19020427;  10.5;  7.0;  8.8; 12.5
19020428;   0.0;  2.0;  6.9;  9.0
19020429;   2.6;  2.0;  4.1;  7.0
19020430;   0.0;  2.0;  7.4; 11.2
19020501;   0.0;  2.0; 10.4; 14.0
19020502;   0.0;  3.0;  8.4; 12.0
19020503;   6.3;  2.0; 12.4; 18.0
19020504;  17.0;  5.0; 12.0; 16.0
19020505;   0.0;  9.0; 10.2; 16.0
19020506;   0.0;  6.0; 12.2; 14.0
19020507;  14.0;  4.0;  9.3; 13.0
19020508;   1.5;  6.0;  9.8; 11.0
19020509;   7.5;  7.0; 11.1; 14.0
19020510;   0.0;  6.0;  9.2; 12.0
19020511;   0.0;  4.0; 11.2; 14.0
19020512;   5.0;  6.0; 11.2; 15.0
19020513;   6.5;  6.0; 12.2; 16.0
19020514;   2.5;  7.0; 12.1; 16.0
19020515;   0.0;  7.0; 10.2; 14.0
19020516;   0.0;  4.0; 13.3; 17.0
19020517;   0.0;  7.0; 14.8; 19.0
19020518;  21.6;  8.3; 10.7; 15.0
19020519;   0.9;  6.0; 10.2; 13.0
19020520;   9.0;  6.0;  9.9; 12.0
19020521;   3.3;  7.0; 12.0; 16.0
19020522;   0.2;  5.0; 12.3; 16.0
19020523;   0.0;  6.0; 11.9; 16.0
19020524;   0.0;  6.0; 14.4; 18.0
19020525;   0.0; 10.0; 13.0; 15.0
19020526;   0.1; 11.0; 14.6; 19.0
19020527;   0.0;  7.0; 14.0; 19.0
19020528;   0.0; 10.0; 17.0; 22.0
19020529;   0.0; 10.0; 19.6; 24.0
19020530;   0.0; 12.0; 20.1; 25.0
19020531;   0.0; 16.0; 21.5; 26.0
19020601;   0.0; 17.0; 22.1; 27.0
19020602;   0.0; 17.0; 23.5; 28.0
19020603;  66.0; 18.0; 19.5; 22.6
19020604;   0.0; 18.0; 22.9; 26.0
19020605;   0.0; 16.0; 22.9; 28.0
19020606;  33.5; 16.0; 20.5; 27.0
19020607;   0.0; 11.0; 19.3; 22.0
19020608;  14.0; 11.0; 14.2; 20.0
19020609;   0.0;  9.0; 14.2; 16.0
19020610;   0.0;  8.0; 17.3; 21.0
19020611;   2.7; 12.0; 16.5; 19.0
19020612;  11.0; 12.0; 16.6; 20.0
19020613;   0.0; 14.0; 18.9; 24.0
19020614;  11.6; 12.4; 16.4; 24.0
19020615;   0.0; 11.0; 16.7; 21.0
19020616;   5.3; 13.0; 16.6; 22.0
19020617;   0.0; 13.0; 15.7; 19.0
19020618;   2.5; 10.0; 14.5; 19.0
19020619;   5.0; 11.0; 13.8; 15.0
19020620;   0.0; 11.0; 17.9; 24.0
19020621;   0.0; 12.0; 17.5; 21.0
19020622;   0.3; 13.0; 18.5; 22.0
19020623;   5.0; 14.0; 17.5; 22.0
19020624;   6.6; 14.0; 16.8; 20.0
19020625;   0.0; 10.0; 13.9; 16.0
19020626;   0.0; 12.0; 16.4; 19.0
19020627;   0.0; 12.0; 17.7; 22.0
19020628;   0.0; 15.0; 19.5; 25.0
19020629;   0.0; 16.0; 22.5; 27.0
19020630;   0.0; 17.0; 22.5; 29.0
19020701;   0.0; 18.0; 25.4; 30.0
19020702;  18.0; 18.4; 21.9; 29.0
19020703;   0.0; 14.0; 15.9; 20.0
19020704;   0.0; 14.0; 17.8; 22.0
19020705;   0.0; 15.0; 20.0; 26.0
19020706;   0.0; 14.0; 16.5; 22.0
19020707;   0.0; 11.0; 20.6; 24.0
19020708;   0.0; 15.0; 23.9; 30.0
19020709;   0.0; 17.0; 23.6; 28.0
19020710;   0.3; 18.0; 22.3; 28.0
19020711;  27.2; 13.0; 15.2; 20.6
19020712;   0.0;  9.0; 15.8; 21.0
19020713;   0.0; 11.0; 17.6; 22.0
19020714;   0.0; 12.0; 20.0; 25.0
19020715;   0.0; 14.0; 21.5; 28.0
19020716;   2.7; 15.0; 20.8; 24.0
19020717;   7.3; 16.0; 21.2; 27.0
19020718;   0.0; 17.0; 21.4; 27.0
19020719;   9.3; 17.0; 20.5; 28.0
19020720;   5.0; 16.0; 18.1; 20.0
19020721;  14.0; 16.0; 21.5; 25.0
19020722;  31.0; 13.0; 17.3; 23.0
19020723;   0.0; 14.4; 19.5; 23.0
19020724;   0.0; 15.0; 20.4; 23.0
19020725;   6.2; 15.0; 19.0; 24.0
19020726;   0.0; 15.0; 21.5; 25.0
19020727;   0.0; 15.0; 24.5; 29.0
19020728;   2.0; 18.0; 20.3; 24.8
19020729;   0.0; 16.0; 19.1; 23.0
19020730;   0.0; 13.0; 20.4; 26.0
19020731;   0.0; 14.0; 22.1; 26.0
19020801;   0.0; 15.0; 24.2; 29.0
19020802;   0.3; 16.0; 24.4; 29.0
19020803;   0.0; 20.0; 22.5; 28.0
19020804;   0.0; 14.0; 20.1; 25.0
19020805;   0.0; 15.0; 21.9; 27.0
