    Time;     r;   tn;    t;   tx
19010101;   1.9; -9.2; -5.7; -0.4
19010102;   0.0;-11.3; -9.3; -6.6
19010103;   0.8;-10.8; -9.1; -6.6
19010104;   0.2;-12.4;-11.0; -9.8
19010105;   0.0;-15.5;-11.1; -9.0
19010106;   2.3;-13.8; -8.0; -6.0
19010107;   1.4; -6.9; -5.5; -3.0
19010108;   0.0;-12.4;-10.0; -5.9
19010109;   0.0;-15.9;-12.1; -9.0
19010110;   0.7;-16.9;-12.2; -9.8
19010111;   1.9;-13.5; -9.3; -7.6
19010112;   2.3; -9.0; -6.0; -4.3
19010113;   0.0; -8.0; -6.4; -2.5
19010114;   0.0;-11.4; -7.1; -2.6
19010115;   0.0;-12.1; -7.2; -1.1
19010116;   0.0;-10.2; -7.0; -2.6
19010117;   0.0;-12.2; -9.3; -5.5
19010118;   0.0;-11.4; -7.4; -3.0
19010119;   0.0;-11.8;-10.0; -5.0
19010120;   0.0;-11.3; -4.1; -2.8
19010121;   0.9; -5.7;  2.4;  5.4
19010122;   0.0;  2.5;  4.3;  5.6
19010123;   0.0;  3.0;  5.0;  7.5
19010124;   0.0; -1.4;  1.3;  5.6
19010125;   0.0; -2.0; -0.1;  1.8
19010126;   8.0; -1.9;  0.3;  3.0
19010127;   8.1;  1.0;  2.4;  3.2
19010128;   0.2; -1.0;  4.2;  6.9
19010129;   1.1;  0.0;  2.3;  4.8
19010130;   3.5; -1.0;  0.4;  2.6
19010131;   2.3; -2.9; -0.7;  1.2
19010201;   0.0; -3.8; -1.8;  0.7
19010202;   3.6; -2.5;  1.5;  3.5
19010203;   0.1;  1.0;  1.7;  3.8
19010204;   0.0; -0.7;  1.5;  3.7
19010205;   2.0; -0.7;  2.2;  4.3
19010206;   0.0;  2.4;  3.5;  5.7
19010207;   1.2;  1.2;  2.9;  6.8
19010208;   5.8;  0.5;  2.6;  3.5
19010209;   0.6; -0.1;  0.5;  4.7
19010210;   0.0; -2.8; -0.4;  3.3
19010211;   0.3; -3.2; -0.6;  0.6
19010212;   0.0; -5.9; -4.8;  1.0
19010213;   0.0; -8.8; -5.2; -2.0
19010214;   0.0; -7.0; -5.6; -3.2
19010215;   0.0;-10.0; -7.9; -4.5
19010216;   0.0;-10.8; -7.8; -5.0
19010217;   0.0;-11.4; -7.5; -4.5
19010218;   0.0; -8.4; -5.5; -2.5
19010219;   1.5; -8.0; -3.9; -1.5
19010220;   2.1; -5.0; -3.6; -2.5
19010221;   0.0; -8.7; -4.9; -2.2
19010222;   0.0;-10.5; -5.2; -1.0
19010223;   0.0;-12.8; -6.5; -1.4
19010224;   0.0; -8.1; -0.1;  2.0
19010225;   0.0; -1.5;  0.1;  3.1
19010226;   0.0; -2.8; -0.3;  2.7
19010227;   0.0; -4.9; -1.5;  1.0
19010228;   0.0; -5.7; -1.7;  1.5
19010301;   0.0; -3.3;  0.6;  3.5
19010302;   0.0;  0.0;  3.1;  5.8
19010303;  10.3;  2.8;  3.8;  4.8
19010304;  25.2;  0.0;  3.2;  4.8
19010305;   0.0;  2.3;  4.1;  5.9
19010306;   0.6;  1.6;  4.4;  7.5
19010307;   9.0;  0.2;  3.1;  5.0
19010308;   1.6;  2.2;  5.6;  8.6
19010309;   2.3;  3.3;  5.6;  8.6
19010310;   0.0;  0.6;  5.7;  8.7
19010311;   3.1;  3.4;  7.3;  8.5
19010312;   0.0;  5.7;  8.5; 12.0
19010313;   2.6;  2.6;  9.4; 13.0
19010314;   0.0;  6.2;  9.7; 12.7
19010315;   0.0;  3.3;  9.3; 14.5
19010316;   0.0;  6.6; 10.4; 14.8
19010317;   0.0;  5.0; 10.0; 14.3
19010318;   0.0;  6.2; 12.1; 16.1
19010319;   0.0;  9.3; 12.8; 18.0
19010320;   3.0;  7.0; 13.5; 17.0
19010321;   0.0;  8.4; 10.9; 16.5
19010322;   0.0;  0.2;  1.2;  8.6
19010323;   0.0; -0.5;  1.4;  3.3
19010324;   0.0;  0.6;  2.6;  5.3
19010325;   0.0;  0.2;  3.5;  5.5
19010326;   9.4;  2.9;  4.1;  6.5
19010327;   4.1; -0.1;  0.7;  3.6
19010328;   0.0; -1.0;  1.8;  4.7
19010329;   0.1; -0.4;  2.5;  5.0
19010330;   0.0; -0.6;  2.8;  7.1
19010331;   0.0;  0.5;  7.2; 12.7
19010401;   0.0;  3.6; 10.9; 17.7
19010402;   0.0;  5.8; 11.5; 16.0
19010403;   0.0;  9.4; 13.2; 17.5
19010404;   0.0;  7.5; 16.5; 22.3
19010405;   0.0;  9.0; 10.5; 18.5
19010406;   0.0;  7.2; 10.0; 13.5
19010407;   0.1;  4.2; 10.1; 14.0
19010408;   0.0;  9.3; 12.9; 17.2
19010409;   0.0;  8.5; 15.4; 21.0
19010410;   0.6; 12.3; 18.2; 23.6
19010411;   0.0;  9.5; 12.8; 18.3
19010412;   0.9;  9.2; 13.6; 19.2
19010413;  20.2;  5.2;  8.5; 14.0
19010414;   0.0;  4.1;  8.2; 11.6
19010415;   0.0;  6.0; 10.8; 16.0
19010416;  10.7;  7.1;  9.0; 14.6
19010417;   0.0;  5.3;  8.7; 13.0
19010418;   0.4;  4.7;  8.1; 11.7
19010419;   0.0;  4.1;  8.0; 11.5
19010420;   0.0;  6.2;  9.3; 14.6
19010421;   0.0;  7.0;  9.1; 12.0
19010422;   0.0;  5.5;  9.9; 14.1
19010423;   1.0;  6.6;  7.4; 11.0
19010424;   0.0;  6.2; 11.3; 15.6
19010425;   0.0;  8.5; 11.6; 15.7
19010426;   0.2;  5.5; 11.8; 17.6
19010427;   0.0; 11.2; 15.9; 21.1
19010428;   4.1; 11.5; 16.1; 22.2
19010429;   0.3; 11.5; 15.1; 21.5
19010430;   0.7; 11.4; 15.1; 21.0
19010501;   2.6; 11.2; 12.3; 15.1
19010502;   2.1; 10.5; 12.9; 17.5
19010503;   0.8; 10.0; 12.8; 19.8
19010504;   0.0;  9.8; 14.5; 21.0
19010505;   0.0; 10.0; 12.2; 18.4
19010506;   0.0;  7.2; 14.3; 19.8
19010507;   2.7; 10.0; 17.0; 22.0
19010508;   0.7; 12.0; 14.2; 18.0
19010509;   0.0; 11.0; 16.9; 22.7
19010510;   0.0; 12.5; 17.2; 23.4
19010511;   2.7; 13.7; 18.0; 23.6
19010512;   0.0; 14.3; 17.4; 22.9
19010513;   0.0; 11.2; 15.3; 22.0
19010514;   0.0; 10.0; 15.7; 21.5
19010515;   0.2; 10.4; 14.3; 20.0
19010516;   0.1; 10.5; 15.8; 22.0
19010517;   1.9; 11.2; 17.2; 24.7
19010518;   5.7; 12.0; 15.7; 20.9
19010519;   0.0; 12.1; 16.3; 23.5
19010520;   0.0; 11.0; 18.1; 24.1
19010521;   0.0; 14.8; 17.8; 24.0
19010522;   0.0; 10.9; 16.2; 21.0
19010523;   0.0; 12.0; 17.4; 22.2
19010524;   0.0; 14.0; 19.4; 25.5
19010525;  15.9; 14.6; 19.1; 23.2
19010526;   6.2; 16.0; 19.5; 27.0
19010527;   0.0; 15.8; 20.1; 23.5
19010528;   0.0; 15.5; 19.9; 24.5
19010529;   2.4; 15.0; 21.0; 25.6
19010530;   0.0; 15.0; 20.8; 27.5
19010531;   0.0; 16.5; 22.5; 30.5
19010601;   0.0; 17.9; 24.0; 30.5
19010602;   0.0; 19.2; 24.4; 29.5
19010603;   7.9; 19.5; 24.8; 31.5
19010604;   0.0; 18.5; 22.8; 27.9
19010605;   0.0; 17.0; 19.2; 24.0
19010606;   0.0; 16.8; 20.9; 27.5
19010607;   0.0; 17.1; 21.0; 25.8
19010608;   0.0; 16.5; 21.5; 27.5
19010609;   0.0; 15.2; 21.8; 28.5
19010610;   1.6; 16.1; 23.3; 30.1
19010611;  10.0; 18.0; 21.0; 27.7
19010612;   0.0; 19.0; 21.5; 26.5
19010613;   4.5; 15.2; 22.3; 27.4
19010614;   0.0; 14.2; 19.8; 25.0
19010615;   3.1; 18.0; 23.9; 29.0
19010616;   0.0; 14.1; 17.3; 25.0
19010617;   0.0; 11.5; 14.6; 19.1
19010618;   0.0; 11.2; 17.0; 20.5
19010619;   0.0; 13.2; 19.7; 24.0
19010620;   0.8; 17.2; 19.4; 23.4
19010621;   1.3; 13.5; 16.4; 20.6
19010622;  12.5; 14.2; 21.1; 28.0
19010623;   3.7; 17.0; 20.5; 26.0
19010624;   0.0; 17.8; 23.6; 29.4
19010625;   0.0; 19.8; 22.4; 25.9
19010626;   0.0; 16.0; 21.7; 26.0
19010627;   5.2; 15.5; 19.8; 24.8
19010628;   0.0; 15.7; 20.8; 25.5
19010629;   0.0; 15.5; 21.8; 27.8
19010630;   0.0; 17.0; 22.8; 29.5
19010701;   0.2; 17.5; 23.7; 27.2
19010702;   0.0; 18.0; 20.3; 24.2
19010703;  13.5; 14.5; 18.1; 20.0
19010704;   2.5; 16.1; 16.9; 18.9
19010705;   0.0; 15.9; 19.5; 25.3
19010706;   0.0; 15.5; 19.7; 25.0
19010707;   5.5; 15.0; 19.9; 27.6
19010708;   0.0; 15.0; 21.4; 28.2
19010709;   0.2; 16.2; 20.9; 27.0
19010710;   0.0; 17.1; 20.2; 26.0
19010711;   0.0; 16.3; 19.2; 23.2
19010712;   0.0; 15.6; 19.3; 23.0
19010713;   0.0; 15.5; 21.3; 28.2
19010714;   4.8; 17.5; 22.4; 27.0
19010715;   0.0; 16.2; 24.4; 30.8
19010716;   0.0; 19.1; 23.5; 29.6
19010717;   0.0; 18.6; 22.8; 29.0
19010718;   0.0; 18.0; 22.7; 29.1
19010719;   0.0; 17.0; 23.9; 30.5
19010720;   0.5; 18.9; 23.8; 31.5
19010721;   0.4; 19.8; 25.3; 33.0
19010722;   0.0; 21.2; 23.6; 30.0
19010723;  38.8; 19.5; 22.2; 29.5
19010724;  17.6; 18.6; 22.6; 26.5
19010725;   0.0; 17.8; 22.9; 30.0
19010726;   8.0; 19.7; 24.8; 32.0
19010727;   0.0; 18.3; 22.7; 29.2
19010728;   0.0; 18.2; 24.7; 31.7
19010729;   0.0; 20.7; 26.8; 33.3
19010730;   0.0; 23.3; 27.4; 34.0
19010731;   0.0; 22.5; 26.6; 30.5
19010801;   0.0; 23.0; 25.9; 31.7
19010802;   0.0; 21.1; 24.5; 30.5
19010803;   0.0; 19.8; 21.9; 27.5
19010804;   5.0; 17.8; 20.7; 25.1
19010805;   1.1; 19.0; 21.3; 25.4
19010806;   0.2; 19.5; 22.7; 27.4
19010807;   0.0; 17.5; 19.0; 24.0
19010808;   0.0; 15.5; 19.3; 24.0
19010809;   0.0; 16.0; 22.0; 26.5
19010810;   0.0; 16.4; 21.1; 28.5
19010811;   0.0; 18.3; 21.7; 29.5
19010812;   0.0; 18.4; 23.9; 29.7
19010813;   0.0; 19.2; 22.3; 25.5
19010814;   0.0; 18.3; 22.9; 28.5
19010815;   0.0; 18.3; 22.6; 28.8
19010816;   1.8; 19.2; 20.6; 25.5
19010817;  26.0; 18.2; 21.7; 28.2
19010818;   0.0; 19.5; 23.5; 30.5
19010819;   0.0; 19.3; 25.0; 31.0
19010820;   0.3; 18.0; 22.7; 30.0
19010821;   0.0; 17.4; 18.8; 22.4
19010822;   0.0; 14.5; 17.5; 22.5
19010823;   0.0; 14.0; 19.4; 26.5
19010824;   0.0; 16.6; 20.7; 25.9
19010825;   0.0; 16.5; 18.8; 25.0
19010826;  18.0; 15.7; 21.0; 27.1
19010827;   0.0; 10.5; 17.1; 21.8
19010828;   0.0; 12.8; 16.9; 22.0
19010829;   0.0; 13.3; 14.7; 19.5
19010830;   0.0; 12.3; 14.7; 18.5
19010831;   0.0; 13.0; 18.3; 23.5
19010901;   5.2; 13.0; 19.9; 25.7
19010902;   0.0; 16.0; 17.0; 20.3
19010903;   0.6; 11.8; 15.2; 19.9
19010904;   9.2; 12.0; 14.6; 17.0
19010905;   3.7;  7.5; 12.2; 16.2
19010906;   0.0; 10.4; 11.9; 15.5
19010907;   0.0;  9.5; 13.2; 17.0
19010908;   0.0; 11.5; 13.3; 16.5
19010909;   0.0; 10.5; 11.8; 14.5
19010910;   0.0;  8.5; 13.1; 17.0
19010911;   0.0; 11.7; 14.0; 17.5
19010912;   1.0; 12.5; 15.1; 17.7
19010913;   2.4; 12.6; 17.4; 21.4
19010914;   3.3; 16.0; 16.8; 19.5
19010915;   1.0; 12.2; 16.2; 20.6
19010916;   9.8; 12.0; 15.1; 20.7
19010917;   0.0; 13.0; 15.5; 20.3
19010918;   0.0; 11.3; 16.2; 21.0
19010919;   0.0; 12.0; 16.7; 21.0
19010920;   0.0; 12.5; 16.0; 21.1
19010921;   0.0; 12.0; 17.1; 21.8
19010922;   0.0; 13.4; 18.8; 23.5
19010923;   0.0; 14.6; 19.4; 24.2
19010924;   0.0; 14.8; 18.9; 23.1
19010925;   0.0; 13.6; 17.9; 22.0
19010926;   0.0; 13.1; 17.2; 21.0
19010927;   0.0; 12.2; 17.0; 22.0
19010928;   0.0; 12.3; 16.5; 21.7
19010929;   0.0; 12.0; 16.6; 22.8
19010930;   0.0; 11.3; 16.6; 22.0
19011001;   0.0; 11.0; 16.0; 21.5
19011002;   0.0; 11.7; 17.5; 22.2
19011003;   0.0; 13.6; 17.0; 21.8
19011004;   0.0; 12.2; 17.9; 21.7
19011005;   0.0; 11.5; 16.3; 22.0
19011006;   3.3; 12.6; 17.2; 20.4
19011007;   1.2; 10.5; 11.3; 17.7
19011008;   0.0;  7.6;  9.5; 13.6
19011009;   7.3;  4.0;  9.2; 12.5
19011010;   0.0;  9.2; 10.2; 12.5
19011011;   6.8;  8.6; 11.8; 15.4
19011012;   3.3;  8.2;  8.8; 12.2
19011013;   0.0;  7.5; 10.0; 11.5
19011014;   0.0;  8.8; 11.5; 13.5
19011015;   0.0;  9.9; 13.2; 15.7
19011016;   3.4; 11.5; 14.7; 16.5
19011017;   2.0; 12.5; 14.9; 16.2
19011018;   3.3; 12.8; 15.1; 16.3
19011019;   1.4; 12.0; 14.1; 16.2
19011020;   0.4; 13.0; 14.1; 15.0
19011021;   0.0; 12.7; 13.9; 15.7
19011022;   6.4; 10.7; 12.6; 14.9
19011023;   0.0; 10.8; 13.1; 15.5
19011024;   2.1; 10.6; 11.3; 13.7
19011025;   0.0;  8.7;  9.6; 14.2
19011026;   7.1;  7.2;  8.6; 11.0
19011027;   0.4;  8.0;  9.7; 10.3
19011028;   0.0;  9.2; 10.7; 12.5
19011029;   0.0;  9.1; 10.5; 11.4
19011030;   0.0;  9.5; 10.8; 12.8
19011031;   0.0;  6.5;  8.3; 11.0
19011101;   0.0;  3.2;  5.1;  8.4
19011102;   0.0;  1.2;  6.3;  9.6
19011103;   0.0;  3.4;  4.9;  8.2
19011104;   0.0;  0.0;  3.3;  6.1
19011105;   0.0;  3.0;  4.9;  5.5
19011106;   0.0;  2.5;  3.6;  5.2
19011107;   0.0; -0.5;  4.8;  7.2
19011108;   0.0;  5.5;  8.2; 10.6
19011109;   0.0;  4.5;  6.9; 11.2
19011110;   0.0; -0.5;  2.4;  5.8
19011111;   0.0; -0.7;  3.5;  5.6
19011112;   0.0;  0.8;  5.1;  9.3
19011113;   0.0;  1.6;  8.6; 13.0
19011114;   1.0;  6.5; 11.1; 16.2
19011115;  23.5;  6.3;  7.4; 11.5
19011116;   2.9;  5.7;  7.1;  9.4
19011117;   0.0;  1.9;  3.3;  8.0
19011118;   0.0; -0.3;  1.3;  4.5
19011119;   0.0;  0.4;  4.6;  6.5
19011120;   0.3;  3.7;  7.6;  9.0
19011121;   0.0;  7.4;  8.6; 12.6
19011122;   0.0;  4.4;  8.7; 11.7
19011123;   0.2;  5.0;  6.1;  9.4
19011124;   0.0; -0.7;  1.5;  5.5
19011125;   0.0; -2.4;  1.0;  4.9
19011126;   1.6; -0.6; -0.2;  1.7
19011127;   0.0; -1.4;  0.4;  2.0
19011128;   1.1; -2.5;  0.8;  2.5
19011129;   0.0; -1.7; -0.1;  1.6
19011130;   2.5; -3.1;  2.8;  5.0
19011201;   3.9;  3.0;  5.5;  7.0
19011202;   0.1;  2.0;  3.4;  5.2
19011203;   0.1;  1.2;  5.7;  8.0
19011204;   0.0;  2.4;  4.8;  6.7
19011205;   0.0; -1.1;  0.5;  4.1
19011206;   0.0; -2.9; -1.1;  0.8
19011207;   0.0; -4.4; -1.4;  0.3
19011208;   0.2; -1.2;  1.6;  3.3
19011209;   0.9;  1.6;  5.7;  9.0
19011210;   4.0;  2.6;  4.1;  6.9
19011211;   0.0; -1.2;  0.5;  3.4
19011212;   0.0;  0.3;  1.8;  4.2
19011213;   0.2; -1.4;  1.0;  2.0
19011214;  13.7;  1.4;  4.5;  5.8
19011215;   0.1;  0.2;  4.4;  7.0
19011216;   1.6;  1.4;  2.9;  6.5
19011217;   2.2;  2.0;  4.7;  5.5
19011218;   0.0;  4.9;  7.0;  8.5
19011219;   2.8;  5.0;  7.5;  8.6
19011220;   0.5;  6.1;  7.0;  8.5
19011221;   0.0;  4.5;  6.8;  9.0
19011222;   4.4;  4.3;  8.4;  9.5
19011223;   1.5;  5.2;  8.2; 10.2
19011224;   0.3;  6.0;  7.7;  9.5
19011225;   0.5;  3.0;  6.8;  9.6
19011226;   8.4;  5.2;  7.7;  9.2
19011227;   0.0;  2.8;  5.1;  7.5
19011228;   0.0; -0.4;  1.5;  6.2
19011229;   0.0; -3.2;  0.3;  2.0
19011230;   0.0;  0.4;  3.4;  5.0
19011231;   0.0;  0.5;  4.2;  6.0
19020101;   0.0;  1.9;  2.8;  5.4
19020102;   0.0;  0.3;  1.3;  3.3
19020103;   0.5;  1.5;  6.3;  8.2
19020104;   0.0;  4.6;  5.7;  8.0
19020105;   0.0;  0.6;  5.1;  9.0
19020106;   2.0;  3.8;  4.9;  6.6
19020107;   0.0;  3.5;  6.7;  8.0
19020108;   0.0;  6.0;  6.8;  8.0
19020109;   0.0;  2.0;  4.0;  6.7
19020110;   0.0;  0.2;  4.7;  7.8
19020111;   0.0;  0.9;  5.4;  9.4
19020112;   0.0;  3.6;  4.3;  8.0
19020113;   0.0; -1.0;  4.6;  7.6
19020114;   0.0;  0.1;  0.7;  5.4
19020115;   0.3; -3.4; -2.2;  0.1
19020116;   8.0; -2.6;  2.0;  4.2
19020117;   0.0;  1.5;  3.8;  4.7
19020118;   0.0;  4.2;  6.0;  6.9
19020119;   0.0;  0.0;  2.0;  6.5
19020120;   0.0; -2.2;  1.4;  3.0
19020121;   0.0;  1.0;  5.1;  5.6
19020122;   0.0;  4.5;  5.4;  7.0
19020123;   0.0;  3.4;  5.4;  8.6
19020124;   0.0;  1.5;  4.0;  6.5
19020125;   0.0;  2.0;  7.5; 11.0
19020126;   2.1;  1.8;  2.9;  8.5
19020127;   0.0; -1.6; -1.0;  2.3
19020128;   0.0; -4.0; -0.5;  1.0
19020129;   7.0;  0.0;  0.6;  1.6
19020130;   0.0; -4.0; -2.1;  0.5
19020131;   3.7; -4.5;  1.3;  3.2
19020201;  13.6; -1.1;  0.4;  2.6
19020202;   0.1;  0.8;  2.9;  3.5
19020203;   4.4;  1.4;  2.2;  3.7
19020204;   2.9;  1.0;  1.6;  2.5
19020205;   0.0; -3.0; -1.5;  1.6
19020206;   0.0; -6.2; -2.8; -0.5
19020207;   0.2; -0.6;  2.3;  3.5
19020208;   0.6;  1.6;  4.8;  6.1
19020209;   0.0;  4.5;  6.6;  8.5
19020210;  16.7;  4.0;  6.0;  7.9
19020211;   0.0;  3.0;  4.6;  6.7
19020212;   0.8;  3.0;  4.0;  6.1
19020213;  13.7;  1.4;  3.9;  6.0
19020214;   1.4;  3.3;  4.7;  7.3
19020215;   7.4;  0.7;  1.1;  4.3
19020216;   3.8;  0.0;  2.8;  4.0
19020217;   0.2;  3.8;  6.3;  8.5
19020218;   1.9;  4.8;  6.0;  8.2
19020219;   0.1;  4.0;  5.5;  6.6
19020220;   3.0;  3.5;  5.2;  7.5
19020221;   0.0;  0.6;  2.3;  4.8
19020222;   0.0; -2.3;  0.3;  2.9
19020223;   0.0; -3.0; -1.1;  1.0
19020224;   0.0; -4.4; -0.2;  1.0
19020225;   6.6;  0.5;  0.9;  1.0
19020226;   0.9;  0.2;  2.2;  3.0
19020227;   2.1;  2.0;  2.6;  4.0
19020228;   3.4;  1.0;  3.7;  4.6
19020301;   3.3;  4.5; 10.3; 13.0
19020302;   0.0;  9.5; 10.5; 13.5
19020303;   0.0;  4.0;  7.3; 10.5
19020304;  11.9;  0.7;  3.0;  7.2
19020305;   0.1;  0.6;  3.4;  6.0
19020306;   0.0;  0.1;  1.9;  4.3
19020307;   0.0; -0.8;  3.3;  6.7
19020308;   0.0;  0.4;  4.4;  8.5
19020309;   8.3;  0.8;  4.8;  6.0
19020310;   0.1;  0.5;  1.9;  5.7
19020311;   0.6; -2.5; -0.7;  1.5
19020312;   0.0; -2.0;  0.7;  3.5
19020313;   0.0; -6.0; -3.5;  0.2
19020314;   0.0; -7.4; -3.1; -0.5
19020315;   0.0; -5.4;  1.2;  4.5
19020316;   1.1;  0.4;  1.5;  3.5
19020317;   0.0;  0.7;  4.1;  6.7
19020318;   0.0;  2.6;  7.8; 10.5
19020319;   0.0;  6.8;  9.1; 12.2
19020320;   0.0;  3.8;  8.9; 13.5
19020321;   0.0;  3.7; 10.5; 16.1
19020322;   0.0;  7.5; 13.3; 18.2
19020323;   4.2;  6.4; 12.6; 17.0
19020324;   0.0;  6.7;  9.2; 13.7
19020325;   2.2;  4.2;  8.3; 13.0
19020326;   1.1;  4.3;  7.3; 13.5
19020327;   0.0;  3.5;  5.7;  8.8
19020328;   0.0;  3.3;  5.8;  8.0
19020329;   0.0;  4.7;  6.6; 10.0
19020330;   9.0;  2.5;  6.0;  9.5
19020331;   0.0;  2.2;  3.4;  5.7
19020401;   0.0;  1.2;  6.5; 10.1
19020402;   0.0;  4.8; 12.7; 18.0
19020403;   0.0;  9.1; 12.1; 16.0
19020404;   0.0;  8.0; 12.0; 17.0
19020405;   0.0;  7.8;  9.3; 13.0
19020406;   4.7;  6.7; 10.5; 13.6
19020407;   0.7;  5.8;  7.1; 10.7
19020408;   0.0;  2.1;  6.1;  8.9
19020409;   0.0;  3.8;  8.0; 11.5
19020410;   0.0;  5.3; 11.2; 14.3
19020411;   0.0;  7.0; 13.1; 16.5
19020412;   0.0; 10.2; 12.0; 14.6
19020413;   0.0; 11.1; 13.6; 17.2
19020414;   5.7;  7.8; 14.1; 20.5
19020415;  20.9;  9.4; 10.2; 13.2
19020416;   9.7;  6.5;  8.7; 10.5
19020417;   0.1;  6.5;  9.2; 10.6
19020418;   0.0;  7.5; 11.2; 15.2
19020419;   0.0;  8.2; 12.4; 16.6
19020420;   0.0;  9.0; 13.7; 19.6
19020421;   0.7;  8.3; 15.8; 22.5
19020422;   0.0;  9.7; 11.3; 16.1
19020423;   0.0;  5.5;  9.7; 17.0
19020424;   0.0;  3.9; 10.1; 16.2
19020425;   0.0;  5.7; 12.8; 18.8
19020426;   0.0;  8.9; 12.8; 16.1
19020427;   0.1;  6.0;  8.5; 13.8
19020428;   0.0;  3.2;  6.6; 10.5
19020429;   0.0;  2.2;  6.8;  8.9
19020430;   0.0;  5.1;  8.2; 12.0
19020501;   0.0;  3.7;  9.6; 14.0
19020502;   0.1;  5.2;  9.2; 13.5
19020503;   0.0;  5.2; 11.8; 17.2
19020504;  14.3;  7.2; 11.3; 14.5
19020505;  13.3;  8.5; 10.2; 12.0
19020506;   0.6;  7.3; 10.7; 15.8
19020507;   1.1;  6.6;  9.1; 14.5
19020508;   2.2;  5.0;  9.0; 12.3
19020509;   5.7;  8.4; 10.2; 12.0
19020510;   0.0;  7.6;  8.5; 11.0
19020511;   0.2;  6.5; 10.3; 15.0
19020512;  11.1;  8.0; 10.0; 12.0
19020513;   0.5;  8.8; 13.1; 18.1
19020514;   1.8;  7.0; 13.3; 18.0
19020515;   0.0;  9.0; 10.8; 15.0
19020516;   0.0;  6.6; 12.0; 17.3
19020517;   1.8;  9.4; 13.9; 18.0
19020518;   4.0; 10.4; 11.6; 15.2
19020519;   0.0;  9.0; 11.7; 16.5
19020520;  36.5;  8.5;  9.9; 14.2
19020521;  18.4;  8.6; 10.5; 14.0
19020522;   0.0;  8.5; 12.3; 18.0
19020523;   0.0;  7.4; 11.8; 16.3
19020524;   0.0;  8.7; 15.0; 20.5
19020525;   0.0; 10.7; 15.4; 19.5
19020526;   0.0; 12.2; 15.5; 22.0
19020527;   0.0; 12.5; 15.4; 21.0
19020528;   0.0; 10.0; 16.8; 23.6
19020529;   0.0; 11.3; 18.6; 24.0
19020530;   0.0; 12.5; 19.9; 25.0
19020531;   0.0; 14.3; 20.6; 25.6
19020601;   0.0; 15.4; 21.8; 27.1
19020602;   0.0; 16.2; 22.7; 28.0
19020603;   0.0; 17.8; 22.8; 27.5
19020604;   0.0; 16.5; 23.2; 29.2
19020605;   2.9; 20.6; 23.7; 30.0
19020606;   0.0; 17.8; 20.0; 24.6
19020607;   0.0; 17.1; 19.7; 25.6
19020608;   2.4; 13.4; 17.2; 24.0
19020609;   0.0; 11.9; 15.8; 19.5
19020610;   0.7; 10.6; 17.1; 21.0
19020611;   0.0; 14.5; 18.7; 21.6
19020612;  19.5; 13.4; 16.8; 20.0
19020613;   4.1; 14.5; 19.0; 22.5
19020614;   0.5; 13.0; 17.1; 24.4
19020615;   0.0; 11.6; 15.5; 21.0
19020616;   5.5; 11.8; 17.4; 22.5
19020617;   0.0; 13.5; 15.5; 20.9
19020618;   0.1; 11.4; 14.7; 18.2
19020619;   0.2; 11.8; 14.4; 17.0
19020620;   0.0; 12.7; 15.8; 20.4
19020621;   0.0; 13.4; 17.9; 21.6
19020622;   0.0; 14.8; 18.5; 22.5
19020623;   5.3; 14.2; 16.2; 21.5
19020624;   3.7; 14.0; 15.8; 20.0
19020625;   0.2; 12.6; 15.6; 19.0
19020626;   0.0; 13.3; 16.9; 20.9
19020627;   0.0; 15.2; 18.5; 24.0
19020628;   0.0; 13.6; 20.7; 28.0
19020629;   0.0; 15.8; 22.7; 29.6
19020630;   0.0; 16.5; 23.8; 31.1
19020701;   0.0; 18.2; 25.2; 32.0
19020702;   4.1; 18.3; 22.5; 28.5
19020703;   0.0; 13.3; 15.5; 20.0
19020704;   0.0; 11.5; 17.4; 23.0
19020705;   0.0; 13.5; 19.6; 25.0
19020706;   0.0; 16.5; 17.7; 22.1
19020707;   0.0; 13.2; 19.2; 26.0
19020708;   0.2; 15.5; 22.0; 27.2
19020709;   0.1; 18.0; 20.9; 26.5
19020710;   6.7; 18.2; 22.6; 30.4
19020711;  12.6; 12.3; 16.5; 23.0
19020712;   0.0; 13.5; 16.0; 20.4
19020713;   0.0; 11.6; 17.0; 22.1
19020714;   0.0; 13.9; 19.7; 25.5
19020715;   0.0; 18.1; 21.7; 27.0
19020716;   0.0; 15.5; 20.3; 25.0
19020717;   4.2; 15.5; 22.2; 26.5
19020718;   0.0; 18.3; 22.0; 27.4
19020719;   8.0; 15.6; 20.0; 27.6
19020720;   3.8; 16.3; 18.7; 21.1
19020721;   0.0; 16.5; 21.6; 27.8
19020722;   0.0; 15.8; 19.2; 25.1
19020723;   0.0; 15.3; 19.2; 25.0
19020724;   0.0; 16.0; 20.2; 25.5
19020725;   0.0; 14.8; 20.6; 28.5
19020726;   0.0; 19.0; 23.1; 29.1
19020727;   0.0; 16.8; 24.3; 30.5
19020728;   0.0; 19.5; 21.3; 24.9
19020729;   0.0; 15.4; 19.2; 24.5
19020730;   0.0; 14.2; 19.3; 26.5
19020731;   0.0; 14.4; 22.1; 28.7
19020801;   0.0; 16.4; 23.2; 28.5
19020802;   0.0; 17.5; 23.3; 30.0
19020803;   0.9; 18.9; 23.6; 29.7
19020804;   0.0; 16.5; 20.6; 26.7
19020805;   0.0; 15.4; 22.6; 29.4
