    Time;     r;   tn;    t;   tx
19010101;   2.2;-13.6;-11.7; -9.0
19010102;   3.0;-15.2;-11.1;-10.0
19010103;   0.0;-15.7;-13.0;-10.0
19010104;   0.0;-20.7;-17.4;-12.0
19010105;   0.0;-23.5;-14.8;-12.6
19010106;   6.4;-17.0; -9.9; -8.0
19010107;   0.0;-15.0;-11.5; -6.4
19010108;   0.0;-21.0;-16.0;-11.6
19010109;   0.0;-22.0;-18.6;-11.0
19010110;   0.0;-24.5;-18.4;-12.0
19010111;   0.0;-23.0;-16.4;-10.0
19010112;   7.4;-19.6; -8.0; -5.6
19010113;   0.0;-14.0; -6.2; -2.4
19010114;   0.0; -6.2; -4.1; -1.5
19010115;   0.0; -5.5; -2.7;  0.0
19010116;   0.0;-13.6; -8.9; -4.6
19010117;   0.0;-12.4;-10.5; -8.0
19010118;   0.0;-16.6;-12.5; -7.0
19010119;   0.0;-17.0;-11.0; -6.0
19010120;   0.0;-13.3; -6.1; -4.0
19010121;   2.3;-10.0; -2.7;  0.0
19010122;   0.0; -4.0;  0.5;  5.0
19010123;   0.0; -1.5;  0.3;  4.5
19010124;   0.0; -4.0; -0.9;  0.5
19010125;   0.0; -7.5; -3.0; -0.2
19010126;   0.0; -3.5; -2.5; -2.0
19010127;   3.1; -3.2;  0.4;  1.8
19010128;   7.5; -0.8;  1.8;  3.5
19010129;   3.2; -3.0;  0.4;  1.6
19010130;   1.6; -2.5; -0.9;  1.0
19010131;   2.4; -2.6; -0.8;  1.2
19010201;   7.9; -2.2; -1.4;  0.0
19010202;   0.0; -4.0;  2.2;  4.6
19010203;   0.0;  1.0;  1.8;  6.0
19010204;   5.0; -4.0;  0.8;  5.0
19010205;   0.0; -1.2;  2.0;  6.0
19010206;   0.0;  0.2;  2.9;  9.0
19010207;   0.0; -2.0; -0.3;  5.5
19010208;  15.3; -2.4;  0.9;  3.2
19010209;   3.6; -1.2;  0.1;  3.0
19010210;   0.0; -2.5; -0.7;  2.4
19010211;   3.7; -8.0; -3.4; -0.6
19010212;   0.0; -9.8; -8.0; -2.6
19010213;   0.0;-14.0; -7.9; -4.6
19010214;   0.0;-11.0; -8.7; -5.2
19010215;   0.0;-13.0;-10.8; -6.2
19010216;   0.0;-17.4;-11.2; -5.6
19010217;   0.0;-16.8; -9.1; -5.0
19010218;   0.0;-17.0; -8.6; -3.0
19010219;   1.2;-10.1; -5.0; -1.0
19010220;   4.1; -7.0; -4.2; -0.8
19010221;   1.3;-14.6;-10.4; -2.2
19010222;   0.0;-18.2; -9.7; -1.0
19010223;   0.0;-16.4;-11.0; -3.4
19010224;   0.0;-18.6; -6.4;  1.5
19010225;   0.0; -9.0; -4.7;  0.2
19010226;   0.0;-12.2; -3.7;  2.4
19010227;   0.0;-11.2; -3.7;  4.5
19010228;   0.0; -9.3; -2.5;  4.8
19010301;   2.1; -4.8; -0.3;  4.0
19010302;   0.0; -2.4;  3.9;  8.7
19010303;   0.0;  0.0;  6.4; 11.7
19010304;  13.2;  2.2;  4.3;  6.8
19010305;   7.2;  0.2;  1.5;  3.6
19010306;   1.2;  0.0;  1.6;  3.0
19010307;   3.8;  0.2;  2.9;  7.0
19010308;   5.6;  0.6;  5.6; 11.5
19010309;   3.4;  0.6;  4.0;  6.0
19010310;   0.0;  0.0;  4.9; 10.6
19010311;   2.3;  2.2;  6.9; 11.8
19010312;   0.0;  2.6; 11.0; 15.5
19010313;   1.8;  4.6;  9.4; 15.4
19010314;   0.0;  4.7;  8.6; 12.0
19010315;   0.0;  5.2;  8.7; 15.5
19010316;   0.0;  2.4;  9.4; 18.0
19010317;   0.0;  5.0; 10.1; 15.6
19010318;   0.0;  3.3; 11.4; 17.6
19010319;   0.0; 10.2; 14.2; 21.6
19010320;   0.0;  6.0; 14.3; 21.2
19010321;   0.0; 11.0; 12.1; 14.6
19010322;   0.0;  0.6;  2.1; 11.0
19010323;   0.0; -1.4;  0.7;  3.0
19010324;   0.0; -2.6;  2.1;  5.2
19010325;   0.0; -2.0;  3.0;  5.0
19010326;   0.0;  1.0;  3.0;  5.4
19010327;   3.2; -3.0;  4.2;  6.5
19010328;   0.0;  0.0;  3.9;  6.0
19010329;   0.0; -0.2;  2.8;  6.2
19010330;   0.0; -5.0;  0.3;  7.0
19010331;   0.0; -3.0;  6.1; 12.5
19010401;   0.0;  0.0;  9.3; 17.6
19010402;   0.0;  2.4; 10.2; 18.0
19010403;   0.0;  2.3; 10.8; 18.0
19010404;   0.0;  3.0; 14.6; 22.6
19010405;   0.0;  8.0; 10.0; 16.4
19010406;   0.0;  2.6;  7.0; 13.0
19010407;   0.0;  0.0;  8.0; 13.2
19010408;   0.0;  3.0; 12.7; 18.0
19010409;   0.0;  4.0; 15.3; 21.8
19010410;   5.7;  9.0; 19.2; 23.5
19010411;   9.0;  9.0; 10.9; 21.0
19010412;   1.8;  4.5; 12.9; 18.4
19010413;   2.3;  7.9; 11.6; 15.0
19010414;   0.0;  4.2;  8.3; 12.0
19010415;   0.0;  3.0;  9.3; 13.2
19010416;  15.9;  4.6; 13.1; 20.0
19010417;   3.8;  5.0;  6.1; 11.2
19010418;   2.6; -0.5;  6.7; 12.0
19010419;   0.6;  1.0;  4.4; 12.0
19010420;   0.0;  0.3;  7.2; 11.8
19010421;   0.0;  2.3;  6.6; 12.0
19010422;   0.0;  2.3;  7.3; 13.4
19010423;   3.5;  3.0;  5.6;  6.8
19010424;   0.0;  3.0;  8.3; 12.1
19010425;   0.0;  5.8;  8.4; 13.5
19010426;   0.0;  3.0; 10.7; 17.2
19010427;   0.0;  7.5; 14.5; 22.0
19010428;   0.0;  5.6; 14.5; 23.8
19010429;  14.5; 10.7; 14.0; 20.0
19010430;  15.9; 10.2; 12.8; 16.8
19010501;   9.1;  8.7; 10.8; 14.1
19010502;   4.0;  6.8; 12.0; 16.2
19010503;   5.1;  8.6; 10.7; 15.0
19010504;   0.0;  5.7; 12.0; 16.7
19010505;   0.0;  6.0;  8.9; 12.5
19010506;   0.0;  0.0; 11.6; 17.6
19010507;   0.5;  8.8; 16.6; 22.9
19010508;   0.7; 11.6; 14.5; 18.0
19010509;   0.0; 10.6; 17.4; 24.0
19010510;   0.0; 12.6; 18.4; 24.4
19010511;   0.0; 13.5; 17.7; 24.0
19010512;   0.0;  9.3; 16.1; 21.9
19010513;   0.0;  7.8; 15.1; 21.0
19010514;   1.7;  6.4; 14.1; 23.0
19010515;   0.0;  5.0; 13.8; 21.8
19010516;   0.0;  5.6; 15.4; 22.0
19010517;   0.7;  6.2; 13.9; 21.5
19010518;  29.0;  5.6; 14.8; 23.7
19010519;   0.0;  6.3; 15.5; 21.7
19010520;   0.0;  7.0; 16.7; 23.4
19010521;   0.0; 10.8; 14.3; 19.5
19010522;   0.0;  7.6; 13.9; 19.0
19010523;   0.0;  7.2; 16.3; 23.5
19010524;   0.0; 11.1; 17.6; 25.0
19010525;   0.0; 11.5; 20.4; 29.5
19010526;   0.0; 12.2; 22.5; 29.0
19010527;  25.5; 15.4; 21.6; 28.0
19010528;   0.0; 13.5; 22.0; 28.7
19010529;  10.7; 14.0; 22.1; 27.0
19010530;   0.0; 12.5; 19.9; 28.0
19010531;   0.0; 13.8; 21.9; 28.5
19010601;   0.0; 13.9; 24.2; 30.5
19010602;   0.0; 17.2; 22.8; 30.1
19010603;   3.9; 15.0; 20.0; 31.0
19010604;   0.0; 13.9; 21.9; 28.2
19010605;   0.0; 16.3; 21.9; 23.2
19010606;  15.9; 15.7; 19.7; 25.5
19010607;   0.0; 11.3; 17.1; 18.6
19010608;   0.0; 14.3; 18.2; 27.4
19010609;   0.0; 13.1; 21.5; 27.5
19010610;   3.6; 17.2; 19.6; 26.3
19010611;   1.6; 15.0; 20.7; 27.0
19010612;   0.0; 16.5; 19.9; 23.4
19010613;   0.0; 13.3; 21.0; 26.6
19010614;   0.0; 15.0; 20.7; 26.0
19010615;   0.0; 15.7; 24.7; 29.8
19010616;   1.6; 15.4; 22.2; 29.0
19010617;   0.0; 11.0; 13.4; 18.4
19010618;   0.0;  9.8; 15.8; 23.5
19010619;   0.0;  9.4; 19.2; 24.4
19010620;   0.0; 14.6; 15.7; 19.3
19010621;   0.0; 12.6; 18.6; 25.2
19010622;   0.0; 13.6; 19.6; 26.0
19010623;   9.6; 13.6; 21.7; 28.8
19010624;   0.0; 14.0; 23.1; 30.0
19010625;   0.0; 17.6; 26.0; 33.5
19010626;   0.0; 17.0; 20.3; 25.4
19010627;   0.5; 13.7; 20.9; 26.7
19010628;   0.0; 15.0; 19.5; 25.0
19010629;   0.0; 15.6; 20.4; 24.1
19010630;   0.0; 16.4; 21.9; 27.9
19010701;   4.7; 13.3; 21.2; 27.5
19010702;   2.1; 14.0; 19.6; 25.0
19010703;   2.3; 13.6; 19.3; 25.4
19010704;   0.0; 15.3; 16.9; 24.8
19010705;   0.0; 11.2; 19.1; 26.0
19010706;   0.0; 10.8; 19.8; 27.2
19010707;   0.0; 11.2; 19.1; 26.0
19010708;   0.0; 13.8; 20.3; 28.0
19010709;   3.4; 11.0; 18.7; 28.1
19010710;   0.0; 13.4; 16.7; 21.6
19010711;   2.7; 12.2; 16.8; 23.5
19010712;   1.0; 11.0; 18.6; 26.4
19010713;   0.0; 10.5; 20.4; 27.2
19010714;   0.0; 13.0; 20.1; 27.0
19010715;   0.0; 14.6; 23.9; 30.6
19010716;   0.0; 16.1; 24.0; 31.0
19010717;   0.0; 18.7; 23.1; 27.5
19010718;   0.0; 12.6; 22.4; 28.4
19010719;   0.0; 15.3; 24.2; 31.0
19010720;   7.0; 17.8; 25.6; 32.0
19010721;   0.0; 16.4; 23.9; 29.0
19010722;   5.6; 17.0; 24.9; 32.0
19010723;   0.0; 18.0; 24.0; 29.2
19010724;   9.2; 18.3; 21.8; 27.8
19010725;   0.0; 14.5; 23.6; 29.0
19010726;   3.5; 16.6; 24.7; 31.8
19010727;   1.3; 15.5; 23.4; 29.0
19010728;   0.0; 15.6; 24.9; 32.2
19010729;   0.0; 17.2; 27.4; 35.0
19010730;   0.0; 21.2; 28.0; 35.8
19010731;   0.0; 20.0; 25.8; 31.0
19010801;   0.0; 19.0; 25.8; 32.4
19010802;   7.7; 16.0; 21.7; 30.1
19010803;   0.0; 16.0; 21.9; 28.5
19010804;   2.8; 16.5; 20.9; 28.4
19010805;   0.0; 16.5; 21.1; 26.2
19010806;   0.0; 14.9; 21.9; 26.9
19010807;   2.4; 14.9; 20.3; 26.0
19010808;   0.0; 13.0; 17.1; 21.0
19010809;   0.0; 12.8; 20.3; 26.0
19010810;   0.0; 15.5; 19.4; 27.0
19010811;   0.0; 12.2; 21.6; 28.8
19010812;   0.0; 14.0; 20.6; 27.6
19010813;   0.0; 14.0; 20.8; 26.0
19010814;   0.0; 16.4; 22.5; 30.2
19010815;   4.4; 14.0; 22.2; 31.3
19010816;   0.0; 14.4; 21.7; 31.4
19010817;   3.3; 15.7; 22.4; 29.2
19010818;   0.0; 17.3; 23.6; 30.6
19010819;   0.0; 15.3; 22.5; 31.1
19010820;   0.5; 12.1; 21.6; 32.0
19010821;   0.0; 15.6; 18.2; 24.0
19010822;   2.1; 10.8; 16.1; 23.0
19010823;   0.0;  9.2; 16.1; 23.6
19010824;   0.0; 10.8; 18.0; 26.0
19010825;   0.0; 12.6; 17.3; 24.0
19010826;   4.2;  7.0; 19.8; 27.6
19010827;  10.7; 11.6; 20.0; 25.8
19010828;   0.0; 12.8; 15.4; 22.0
19010829;  12.1;  9.2; 12.2; 20.5
19010830;   0.0;  6.2; 11.9; 19.0
19010831;   0.0;  8.0; 15.3; 23.2
19010901;   2.4;  8.0; 17.9; 26.0
19010902;   0.0; 13.0; 16.9; 22.8
19010903;   0.0;  7.0; 13.9; 20.2
19010904;   4.9;  8.2; 13.8; 18.4
19010905;  12.7; 10.5; 12.5; 16.0
19010906;   1.3; 10.5; 12.7; 14.4
19010907;   0.0;  8.4; 10.8; 16.0
19010908;   0.0;  5.6;  9.1; 15.0
19010909;   0.0;  6.8; 10.3; 15.6
19010910;   0.0;  3.3;  9.7; 17.5
19010911;   0.0;  3.6; 11.9; 19.6
19010912;   0.0;  5.8; 12.0; 19.6
19010913;   0.0;  7.2; 18.1; 25.2
19010914;   7.8; 10.6; 17.4; 19.2
19010915;   8.4; 15.2; 17.3; 22.0
19010916;   7.4; 12.2; 18.8; 25.0
19010917;   0.0; 11.6; 14.4; 19.8
19010918;   0.0;  6.8; 14.8; 22.0
19010919;   0.0;  6.9; 15.6; 23.0
19010920;   0.0;  6.8; 16.1; 23.0
19010921;   0.0;  7.4; 15.7; 23.4
19010922;   0.0; 10.0; 17.3; 25.4
19010923;   0.0; 10.0; 19.7; 26.0
19010924;   0.0; 10.5; 17.4; 25.0
19010925;   0.0; 10.0; 16.1; 24.0
19010926;   0.0;  9.0; 15.3; 23.2
19010927;   0.0;  6.2; 15.3; 23.2
19010928;   0.0;  6.9; 13.9; 29.0
19010929;   0.0;  7.8; 14.8; 24.2
19010930;   0.0;  7.2; 14.9; 25.5
19011001;   0.0;  8.1; 16.1; 26.3
19011002;   0.0; 11.0; 16.4; 24.4
19011003;   0.0;  8.0; 15.1; 24.7
19011004;   0.0;  7.0; 14.9; 25.0
19011005;   0.0;  4.3; 17.2; 24.4
19011006;   2.1; 11.0; 17.0; 21.2
19011007;  10.1;  8.8; 11.1; 16.6
19011008;   0.0;  6.0;  8.4; 16.2
19011009;   2.4;  3.2;  9.1; 13.6
19011010;   0.0;  3.6;  9.0; 13.3
19011011;  21.0;  6.0;  8.3; 10.2
19011012;  10.1;  7.2;  9.1; 11.0
19011013;   1.6;  7.0;  7.9; 10.0
19011014;   0.0;  6.2;  9.7; 16.0
19011015;   0.0;  4.0; 11.9; 17.6
19011016;   0.6;  5.0; 13.8; 19.1
19011017;   1.4;  9.5; 15.8; 18.8
19011018;   0.9; 11.0; 14.1; 17.2
19011019;   0.0; 10.2; 13.8; 17.2
19011020;   0.0; 11.0; 14.7; 18.2
19011021;   0.0; 10.4; 13.0; 20.2
19011022;   3.2;  4.6; 11.7; 18.4
19011023;   2.7;  4.7; 10.0; 11.8
19011024;   1.2;  8.1;  9.8; 13.0
19011025;   0.0;  5.0;  8.0; 13.1
19011026;   0.0;  5.8;  9.4; 13.0
19011027;   0.0;  6.0; 10.2; 13.2
19011028;   0.0;  6.5; 10.1; 11.0
19011029;   0.0;  9.0; 10.8; 13.5
19011030;   0.0;  6.0;  8.9; 15.0
19011031;   0.0;  3.4;  5.7; 10.4
19011101;   0.0; -1.0;  2.5; 11.0
19011102;   0.0;  1.6;  3.9; 10.0
19011103;   0.0; -4.0;  0.3;  8.1
19011104;   0.0; -7.0;  1.6; 11.0
19011105;   0.0;  2.6;  4.2;  6.0
19011106;   0.0; -4.0;  2.0;  5.6
19011107;   0.0; -1.0;  3.8;  6.5
19011108;   0.0; -0.5;  4.7; 10.5
19011109;   5.8; -0.6;  2.5;  9.6
19011110;   0.0; -2.6;  3.6;  5.0
19011111;   0.0; -5.0;  0.6;  4.0
19011112;   0.0; -0.1;  6.1;  9.8
19011113;   0.0;  5.0; 10.4; 13.5
19011114;   0.4;  8.8; 13.2; 17.0
19011115;  15.3;  8.6; 11.1; 15.0
19011116;  23.8;  6.6;  8.9; 15.0
19011117;   0.0;  2.2;  2.9;  7.2
19011118;   0.0; -4.0; -0.7;  3.2
19011119;   0.0; -5.2; -0.5;  1.5
19011120;   0.0;  1.2;  4.7;  6.0
19011121;   0.0;  1.2;  6.4; 11.0
19011122;   0.0;  0.0;  5.6; 11.0
19011123;   0.0;  1.0;  2.5;  5.0
19011124;   0.0; -2.0; -0.7;  2.5
19011125;   0.0; -5.0; -0.6;  3.0
19011126;   1.4; -5.0; -1.2;  0.0
19011127;   0.0; -4.2; -0.9;  1.5
19011128;   1.6; -5.2; -1.2;  1.2
19011129;   3.2; -5.6; -0.8;  1.6
19011130;   2.1; -7.0; -2.4;  0.0
19011201;   0.0; -2.0;  1.8;  3.6
19011202;   0.0; -2.6; -0.9;  1.4
19011203;   3.6; -3.2; -0.4;  1.0
19011204;   0.0; -2.0;  1.8;  5.0
19011205;   0.0; -5.0; -1.2;  4.6
19011206;   0.0; -9.0; -1.7;  1.0
19011207;   0.0; -8.8; -1.4;  1.2
19011208;   2.3; -7.8; -1.0;  1.2
19011209;   3.4; -2.6;  3.6;  4.8
19011210;   0.0;  0.6;  1.9;  4.0
19011211;   0.0; -1.8;  0.9;  3.8
19011212;   0.0; -2.0;  1.5;  4.0
19011213;   0.0; -4.2;  0.7;  4.0
19011214;   5.5; -0.8;  4.2;  5.2
19011215;   0.0;  3.0;  5.8;  8.2
19011216;   0.0;  0.4;  2.1;  5.2
19011217;   1.6;  0.0;  6.1;  8.2
19011218;   2.4;  2.0;  9.7; 13.4
19011219;   1.1;  7.0;  9.6; 14.0
19011220;   0.9;  4.8;  9.7; 14.2
19011221;   1.9;  3.4;  7.8; 12.6
19011222;   0.0;  3.4;  7.3; 12.4
19011223;   4.0;  6.2;  8.9; 11.8
19011224;   0.0;  5.6;  8.3;  9.2
19011225;   0.0;  5.6;  8.2; 10.0
19011226;   2.8;  8.0;  8.9; 12.0
19011227;   3.4;  6.0;  7.0;  8.4
19011228;   0.0;  0.0;  5.2;  6.8
19011229;   0.0;  0.0;  2.5;  5.4
19011230;   0.0; -4.0; -0.6;  4.4
19011231;   0.0; -1.6;  2.2;  3.4
19020101;   0.0;  0.6;  2.8;  7.8
19020102;   0.0; -3.6;  3.4;  8.0
19020103;   0.0;  3.0;  4.7;  7.0
19020104;   0.0; -1.0;  2.4;  6.0
19020105;   0.0;  1.0;  4.1;  5.2
19020106;   0.0;  1.0;  3.1;  6.6
19020107;   0.0;  1.4;  3.0;  6.5
19020108;   1.0;  1.0;  4.4;  6.8
19020109;   0.0; -0.5;  2.2;  5.4
19020110;   0.0; -2.0; -1.3;  1.2
19020111;   0.0; -2.2;  3.6;  6.8
19020112;   0.0; -2.0;  3.0;  5.0
19020113;   2.1; -3.0;  2.3;  4.0
19020114;   1.0; -2.4; -0.9;  3.6
19020115;   1.2; -9.2; -6.6; -2.0
19020116;  11.0;-11.7; -0.4;  3.4
19020117;   0.0; -7.8; -3.8;  3.2
19020118;   0.0;-10.0; -2.0;  2.0
19020119;   0.0; -8.4; -5.3;  0.0
19020120;   2.0;-14.0; -5.2; -2.4
19020121;   0.8; -5.0;  0.3;  4.0
19020122;   0.0; -5.4; -3.5;  1.0
19020123;   0.0; -5.8; -0.2;  0.4
19020124;   0.0; -1.6;  0.3;  4.6
19020125;   0.0; -4.0;  4.9;  7.0
19020126;   0.0;  1.2;  4.3;  9.8
19020127;   0.0; -2.4; -0.4;  3.0
19020128;   0.0; -7.0; -0.4;  4.2
19020129;   2.3; -0.6;  0.5;  3.0
19020130;   0.0; -1.0;  1.3;  4.2
19020131;   2.3; -1.8;  1.1;  3.4
19020201;   1.3; -3.0;  1.1;  2.6
19020202;   0.0;  0.0;  1.3;  4.8
19020203;   0.0; -2.6;  2.3;  4.6
19020204;   7.1; -2.4; -1.0;  3.6
19020205;   0.0; -8.0; -5.2;  3.0
19020206;   0.0; -8.4; -1.2;  2.0
19020207;   3.6; -5.8;  2.9;  4.8
19020208;  10.6;  0.0;  9.2; 10.0
19020209;   0.0;  3.6;  6.4;  9.8
19020210;  15.0;  3.4;  7.9;  9.4
19020211;   5.1;  3.0;  5.6;  8.2
19020212;   2.6;  3.0;  3.9;  6.0
19020213;   5.5;  1.6;  7.1;  9.0
19020214;   1.3;  0.0;  2.7;  8.6
19020215;   6.7; -1.0;  0.3;  1.4
19020216;   0.0; -1.6;  1.1;  3.6
19020217;   0.0; -1.6;  7.0; 12.0
19020218;   0.0;  3.4;  5.8;  9.4
19020219;   0.0;  3.8;  5.7; 10.4
19020220;   0.0;  0.0;  3.2;  8.0
19020221;   0.0; -2.0; -0.1;  4.8
19020222;   0.0; -7.8; -1.8;  6.4
19020223;   0.0; -7.6; -2.5;  0.0
19020224;   0.0; -7.0; -0.2;  2.6
19020225;   0.0; -5.2;  3.2;  6.8
19020226;   0.0;  0.0;  4.0;  9.8
19020227;   0.0; -1.5;  5.4;  9.8
19020228;   1.7; -3.0;  5.0; 10.0
19020301;   0.5;  3.0; 11.8; 16.2
19020302;   3.2;  4.0;  8.4; 14.0
19020303;   0.0;  0.8;  5.4; 12.0
19020304;  17.3;  1.4;  1.8;  4.8
19020305;   1.8; -0.6;  0.4;  2.6
19020306;   0.0; -3.8;  0.5;  4.6
19020307;   0.0; -1.8;  3.0;  8.2
19020308;   0.0; -1.2;  3.3;  7.8
19020309;   8.5; -1.4;  3.5;  7.8
19020310;   2.7; -1.8;  0.9;  5.0
19020311;   0.0; -3.8; -2.0;  1.2
19020312;   0.0; -4.6; -2.6;  3.2
19020313;   0.0;-10.0; -8.2; -4.0
19020314;   0.0;-13.0; -6.0; -0.2
19020315;   0.0;-12.1; -2.3;  4.4
19020316;   3.0; -2.0;  0.6;  2.4
19020317;   0.0; -0.4;  2.0;  5.5
19020318;   0.0; -1.6;  4.8;  7.4
19020319;   0.0; -1.0;  6.8; 10.0
19020320;   0.0;  1.0;  7.9; 13.4
19020321;   0.0; -1.6;  9.8; 17.0
19020322;   0.0;  4.0; 12.7; 18.0
19020323;   2.3;  3.0; 12.5; 20.7
19020324;   5.9;  6.8;  8.5; 13.0
19020325;   1.0;  2.5;  7.5; 12.0
19020326;   0.0;  3.0;  7.7; 13.3
19020327;   4.3;  2.0;  2.9;  7.0
19020328;   0.0; -3.0;  2.9;  6.0
19020329;   0.0; -1.2;  2.8;  8.4
19020330;   0.0; -0.6;  3.2;  9.2
19020331;   0.0; -1.0;  3.2;  9.2
19020401;   0.0; -4.0;  4.5;  9.4
19020402;   0.0; -1.0; 10.2; 17.0
19020403;   0.0;  4.4; 10.6; 16.5
19020404;   4.0;  4.0; 10.8; 18.0
19020405;   0.0;  5.4;  9.1; 13.4
19020406;   0.0;  0.0;  9.5; 16.1
19020407;   4.3;  2.1;  5.7; 10.6
19020408;   0.0; -0.3;  5.5; 10.1
19020409;   0.0; -3.0;  4.9; 13.0
19020410;   0.0; -1.2;  9.1; 17.1
19020411;   0.0;  2.6; 12.0; 18.6
19020412;   0.0;  6.0; 11.5; 14.0
19020413;   1.5;  8.8; 13.3; 20.4
19020414;   0.0;  7.4; 12.7; 21.0
19020415;  15.7;  7.2; 10.2; 16.8
19020416;  22.5;  6.2;  8.9; 10.0
19020417;   0.5;  6.2;  9.1; 10.3
19020418;   0.0;  5.7;  9.8; 16.0
19020419;   0.0;  5.3; 11.0; 16.0
19020420;   0.0;  5.4; 11.0; 17.0
19020421;   0.0;  3.7; 11.7; 20.0
19020422;   6.2;  3.6;  6.5; 11.0
19020423;   0.0;  0.3;  4.2;  9.0
19020424;   0.0; -1.7;  6.6; 12.5
19020425;   0.0; -1.2; 10.3; 18.0
19020426;   1.5;  4.0;  8.9; 13.0
19020427;   1.4;  3.8;  5.5;  9.4
19020428;   0.0; -0.4;  3.6;  8.4
19020429;   0.5; -2.0;  7.3; 11.8
19020430;   0.0;  3.4;  6.9; 13.0
19020501;   0.0; -1.8;  8.0; 14.0
19020502;   3.2;  3.4;  6.4; 11.2
19020503;   0.0;  1.2; 10.2; 15.6
19020504;   3.1;  6.8; 11.5; 15.0
19020505;   9.5;  6.8; 12.2; 17.2
19020506;   0.7;  7.0;  8.8; 14.4
19020507;   4.3;  1.4;  7.7; 12.0
19020508;  28.6;  2.2;  7.6;  8.8
19020509;   0.8;  7.0;  9.2; 12.2
19020510;   3.7;  7.4; 10.8; 15.0
19020511;   0.0;  5.4;  8.1; 12.0
19020512;   0.0;  1.8; 10.3; 17.8
19020513;   7.4;  6.2; 12.6; 17.4
19020514;   1.4;  7.5; 13.9; 18.8
19020515;   1.6;  8.2; 10.7; 16.6
19020516;   0.0;  6.0; 10.4; 16.0
19020517;   3.6;  6.7; 13.3; 18.9
19020518;   7.1;  9.0; 12.2; 15.0
19020519;   7.6;  7.6; 10.5; 13.0
19020520;  15.6;  7.5; 10.6; 14.6
19020521;   0.6;  6.4; 10.6; 15.0
19020522;  12.1;  6.0; 10.2; 16.0
19020523;   0.0;  7.4; 12.9; 17.2
19020524;   0.0;  7.4; 13.0; 17.2
19020525;   0.0;  6.6; 13.9; 18.0
19020526;   0.0; 12.6; 15.7; 20.2
19020527;   0.0; 10.7; 14.0; 19.1
19020528;   0.0;  7.9; 14.7; 21.3
19020529;   0.0;  6.2; 16.7; 25.1
19020530;   0.0;  8.8; 18.0; 25.0
19020531;   0.0; 10.0; 20.0; 28.0
19020601;   0.0; 10.6; 21.3; 29.0
19020602;   0.0; 13.0; 21.6; 30.0
19020603;   0.0; 11.7; 21.0; 29.6
19020604;   0.0; 13.4; 23.1; 30.0
19020605;   0.0; 12.4; 23.3; 30.2
19020606;   4.3; 16.8; 20.5; 26.7
19020607;   0.0; 13.4; 19.6; 26.5
19020608;   5.0; 11.3; 21.1; 28.0
19020609;   0.0; 11.5; 16.0; 19.6
19020610;   0.5;  8.3; 15.9; 21.0
19020611;   1.2; 12.1; 18.0; 23.4
19020612;  24.5; 15.0; 16.8; 21.4
19020613;   7.5; 13.2; 18.7; 24.1
19020614;   3.0; 10.0; 13.9; 18.4
19020615;   0.0; 13.0; 18.7; 25.0
19020616;  21.7;  8.0; 17.0; 24.0
19020617;   6.7;  8.0; 14.7; 22.1
19020618;  11.6; 12.5; 17.4; 21.0
19020619;   3.5;  7.2; 13.7; 18.0
19020620;   0.0; 10.9; 14.7; 16.9
19020621;   0.0; 13.7; 17.3; 22.0
19020622;  24.0; 13.2; 17.7; 21.9
19020623;   3.1; 12.0; 16.2; 20.1
19020624;   7.2; 12.0; 14.6; 20.0
19020625;   0.0; 10.8; 15.2; 18.0
19020626;   0.0; 10.0; 16.4; 19.8
19020627;   0.0; 10.4; 18.2; 24.0
19020628;   0.0; 10.2; 20.1; 27.0
19020629;   0.0; 13.0; 22.6; 31.2
19020630;   0.0; 13.8; 24.7; 31.8
19020701;   0.0; 19.0; 25.7; 32.8
19020702;   3.0; 18.4; 22.5; 34.0
19020703;   0.0; 14.0; 15.7; 20.7
19020704;   0.0;  7.2; 13.2; 20.0
19020705;   0.0;  7.2; 20.0; 25.0
19020706;   0.0; 12.6; 15.7; 23.4
19020707;   0.0; 11.4; 20.3; 27.2
19020708;   0.0; 11.2; 18.1; 27.2
19020709;   0.0; 14.7; 18.5; 21.6
19020710;  16.0; 14.6; 20.6; 29.6
19020711;   5.6; 12.2; 14.2; 23.4
19020712;   0.0; 10.0; 14.8; 20.0
19020713;   0.0; 10.3; 17.6; 25.0
19020714;   0.0; 10.0; 18.5; 25.0
19020715;   0.0; 14.0; 17.9; 23.4
19020716;   0.0; 12.6; 17.8; 23.8
19020717;   3.6; 10.0; 22.7; 29.0
19020718;   0.8; 16.8; 21.1; 28.3
19020719;   6.0; 15.4; 22.6; 28.4
19020720;   0.0; 16.0; 20.0; 25.0
19020721;   1.7; 13.8; 21.7; 27.8
19020722;   0.5; 12.4; 18.8; 25.4
19020723;   0.0; 13.2; 17.7; 25.0
19020724;   0.0;  9.3; 17.2; 25.2
19020725;   0.0; 11.7; 20.3; 27.4
19020726;   0.0; 13.0; 20.9; 29.4
19020727;   0.0; 14.5; 23.2; 31.0
19020728;   0.0; 15.2; 21.9; 30.2
19020729;   0.0; 15.3; 18.1; 23.8
19020730;   0.0; 11.0; 17.7; 25.4
19020731;   0.0;  9.7; 21.7; 29.0
19020801;   0.0; 15.2; 22.7; 31.5
19020802;   0.0; 14.0; 21.6; 28.8
19020803;   0.0; 14.4; 25.1; 35.7
19020804;   6.0; 16.4; 18.8; 24.5
19020805;   0.0; 12.3; 19.4; 27.4
