#1;#2;#3;#4;#5;#6
2;20;23;26;27;34;4
4;26;32;33;35;37;41
7;10;12;36;41;45;1
7;8;20;29;36;41;42
9;16;23;32;34;38;1
8;19;21;23;27;28;24
4;12;14;38;43;45;37
8;10;27;38;41;42;43
6;17;23;24;25;37;21
19;29;32;36;40;45;22
2;3;16;22;32;34;33
10;13;19;24;42;43;5
4;8;11;14;16;20;13
33;36;40;41;43;45;44
6;10;12;17;27;33;8
9;13;15;24;32;43;40
12;20;24;25;28;31;32
20;26;32;33;34;39;10
4;6;19;35;44;45;1
4;7;9;14;26;30;2
1;9;14;20;24;38;23
11;14;28;30;33;40;45
9;13;14;20;26;33;16
10;20;26;31;35;36;5
2;3;26;31;32;40;33
1;4;8;9;34;38;3
20;27;29;30;42;45;16
4;17;18;22;31;37;29
5;7;15;20;34;35;42
3;20;23;24;28;34;35
10;14;20;27;31;43;28
21;23;24;25;32;36;20
8;13;19;23;33;41;4
2;7;14;15;23;37;9
14;21;24;25;33;42;18
12;15;27;33;34;37;31
3;6;9;25;27;33;44
4;6;8;19;35;40;38
14;26;31;34;41;44;37
3;7;16;26;32;35;5
6;18;23;26;41;42;36
1;10;22;27;32;33;38
4;7;15;22;34;43;3
3;6;17;24;29;30;15
2;9;12;33;39;41;15
7;8;14;33;38;45;27
6;10;12;26;32;38;25
1;2;8;10;26;35;44
1;20;26;32;37;40;31
10;14;16;22;29;36;21
4;9;16;20;21;35;6
7;14;25;32;36;42;17
6;7;12;28;32;40;22
9;16;20;24;30;31;12
6;7;10;25;29;44;37
3;12;13;15;16;44;10
5;21;26;34;37;45;13
4;6;16;22;24;38;36
1;9;10;27;31;34;32
1;14;28;33;36;43;23
2;11;20;34;44;45;31
4;6;7;10;36;37;17
8;9;13;14;38;41;1
15;17;20;26;31;36;32
3;4;13;35;39;44;17
5;14;15;17;18;29;11
1;2;7;13;20;27;39
3;10;20;23;25;40;29
9;13;17;29;34;44;33
3;8;12;26;37;41;13
4;17;24;28;31;37;23
8;9;10;11;29;38;14
9;19;31;35;36;44;21
4;6;12;24;29;33;36
14;19;32;39;42;43;41
8;9;12;16;37;38;7
24;30;34;35;36;42;15
1;4;9;20;34;35;15
4;5;8;12;19;31;24
7;18;35;38;40;42;14
11;17;18;39;43;45;35
8;15;16;22;26;42;35
3;9;23;25;29;44;4
3;11;12;24;30;40;41
1;3;18;21;34;44;35
2;3;9;20;41;42;14
4;6;15;27;41;44;30
10;22;29;34;39;43;4
5;24;26;40;41;45;15
7;16;21;22;30;38;13
2;9;16;29;33;38;4
4;7;19;27;29;35;22
9;10;11;14;31;33;29
5;8;13;17;23;32;1
4;7;8;9;17;35;19
12;14;20;23;34;35;32
11;14;18;23;37;39;7
2;4;5;13;23;32;40
5;11;19;21;35;39;28
3;8;12;26;29;36;1
7;26;34;39;42;45;28
6;23;27;29;40;45;35
5;6;10;21;24;38;27
5;14;22;26;33;37;24
4;13;17;24;32;35;12
3;11;15;16;17;42;35
11;14;18;20;22;23;10
1;23;25;40;41;45;29
3;4;10;18;21;44;33
8;13;17;25;29;32;35
1;4;5;17;38;44;11
1;15;22;23;28;41;4
12;13;17;20;32;41;43
9;16;23;24;34;42;45
2;5;7;8;30;35;27
10;12;15;19;34;40;45
5;21;37;40;41;45;11
1;3;14;19;23;36;2
8;10;18;26;41;45;37
5;12;15;22;26;43;8
11;13;16;20;36;41;10
9;22;38;41;42;44;7
2;4;10;15;37;43;36
5;7;14;17;27;41;32
10;22;32;33;39;41;3
2;8;17;29;40;42;45
6;8;19;20;26;35;16
11;20;26;29;43;45;36
1;5;8;20;42;43;17
12;14;18;21;25;27;4
6;7;22;30;34;41;39
4;6;12;24;26;39;25
1;9;12;20;29;41;26
7;12;27;37;43;44;33
14;24;28;30;40;45;23
13;17;22;25;43;45;26
6;12;21;23;24;42;15
12;14;17;30;31;37;21
11;15;18;23;38;44;37
3;15;24;36;39;40;19
1;8;12;14;31;39;5
4;22;31;34;40;45;1
5;12;22;31;41;45;36
1;2;6;9;15;41;23
2;5;26;27;35;42;4
5;6;15;22;24;43;23
14;19;24;30;35;45;18
5;8;16;26;43;44;30
12;13;14;30;31;42;34
1;16;21;28;33;44;22
4;15;26;35;40;41;32
3;13;16;23;34;40;31
3;9;14;17;30;35;6
8;12;18;36;38;40;34
2;10;21;23;40;42;36
7;13;14;21;27;32;37
5;7;10;11;29;36;30
9;10;12;21;22;41;28
3;11;13;18;31;39;25
2;5;6;11;31;39;3
21;37;38;39;40;42;22
2;11;18;26;33;43;42
10;12;13;34;40;43;18
1;11;14;32;36;45;42
1;4;5;9;27;34;25
4;12;13;20;32;41;17
14;21;29;32;38;44;9
2;5;13;18;23;39;37
2;18;32;34;38;40;13
1;17;19;21;36;44;20
3;14;25;33;34;36;5
9;10;12;13;35;43;42
6;17;24;38;43;44;26
13;18;20;24;33;37;42
9;10;11;19;27;35;1
5;16;26;28;35;44;34
11;19;22;24;35;42;27
8;9;17;25;38;43;33
5;12;22;27;39;41;19
4;18;19;29;32;42;5
8;12;16;17;25;35;14
3;7;31;34;38;41;24
2;14;20;21;29;43;3
10;16;27;30;32;42;11
4;6;13;22;41;44;19
2;8;9;27;36;40;1
6;7;27;28;36;43;17
3;23;31;38;39;43;44
8;14;15;33;34;36;30
7;14;16;21;40;45;33
2;7;12;14;17;30;13
8;12;25;29;30;43;28
8;10;16;38;41;42;40
1;9;10;25;27;33;37
8;23;29;30;33;41;28
6;9;22;27;34;43;30
2;21;22;27;39;42;37
13;15;18;25;32;43;44
18;22;32;35;39;43;1
17;21;25;31;37;38;10
2;15;20;30;42;44;35
10;20;27;34;39;41;16
19;25;28;33;44;45;17
7;12;18;23;27;29;38
10;13;21;28;33;34;29
4;9;15;17;22;24;37
2;3;5;27;28;42;12
10;13;22;28;43;45;44
12;27;28;32;33;36;13
29;31;32;33;38;39;22
12;17;21;24;31;32;23
1;11;19;34;35;36;8
10;11;14;24;30;33;44
4;7;19;23;26;45;11
3;4;9;10;30;45;1
6;9;18;20;26;32;35
2;4;10;19;38;41;13
1;2;14;20;21;35;34
